,0,1,2,3,4
e7580869,0.0,1.0,0.0,0.0,0.0
e7599669,0.0,1.0,0.0,1.0,0.0
e294110,0.0,0.0,0.0,1.0,0.0
e6749219,0.0,1.0,0.0,0.0,0.0
e365540,0.0,0.0,0.0,0.0,1.0
e6406885,0.0,1.0,0.0,0.0,0.0
e7444353,1.0,1.0,0.0,1.0,0.0
e7435683,0.0,1.0,0.0,1.0,0.0
e6989327,0.0,0.0,0.0,0.0,1.0
e7530523,1.0,1.0,0.0,0.0,0.0
e6498565,1.0,1.0,1.0,1.0,1.0
e6658227,0.0,0.0,0.0,1.0,0.0
e7453599,1.0,1.0,1.0,1.0,1.0
e6786125,0.0,1.0,0.0,0.0,0.0
e7494847,0.0,0.0,0.0,1.0,0.0
e7564537,1.0,1.0,0.0,1.0,1.0
e6357857,1.0,1.0,0.0,0.0,1.0
e370644,0.0,1.0,1.0,0.0,0.0
e6623683,1.0,0.0,0.0,1.0,1.0
e6772313,0.0,0.0,1.0,0.0,0.0
e7346647,1.0,0.0,1.0,0.0,0.0
e7460461,1.0,0.0,1.0,1.0,1.0
e6284039,1.0,0.0,0.0,0.0,0.0
e6798703,0.0,0.0,1.0,0.0,0.0
e6709497,0.0,0.0,0.0,0.0,1.0
e7630529,0.0,1.0,1.0,1.0,0.0
e278644,0.0,0.0,1.0,0.0,0.0
e268736,0.0,0.0,1.0,0.0,0.0
e7494033,0.0,0.0,1.0,0.0,0.0
e6253799,0.0,0.0,0.0,0.0,1.0
e6770363,0.0,1.0,0.0,0.0,0.0
e6411251,0.0,1.0,0.0,1.0,0.0
e7627503,1.0,1.0,1.0,1.0,1.0
e7422565,1.0,1.0,0.0,0.0,0.0
e6829289,1.0,0.0,0.0,0.0,0.0
e7628885,0.0,1.0,0.0,0.0,0.0
e6828377,1.0,0.0,0.0,0.0,0.0
e7557559,1.0,1.0,1.0,1.0,1.0
e7603219,1.0,1.0,1.0,1.0,1.0
e7430133,0.0,1.0,0.0,0.0,1.0
e7439387,0.0,1.0,0.0,1.0,0.0
e6786061,0.0,0.0,0.0,0.0,1.0
e7076443,1.0,0.0,1.0,0.0,0.0
e7332077,1.0,0.0,1.0,0.0,1.0
e6839165,0.0,0.0,0.0,0.0,1.0
e7236853,1.0,1.0,0.0,1.0,0.0
e7635529,1.0,1.0,1.0,1.0,1.0
e7498509,1.0,0.0,0.0,0.0,0.0
e7628511,1.0,1.0,0.0,0.0,1.0
e7629689,1.0,1.0,1.0,0.0,1.0
e503300,1.0,0.0,0.0,1.0,0.0
e7382489,1.0,0.0,1.0,0.0,1.0
e7155013,0.0,0.0,0.0,0.0,1.0
e442136,1.0,0.0,0.0,0.0,0.0
e6827891,1.0,0.0,0.0,0.0,0.0
e7621147,1.0,1.0,1.0,1.0,1.0
e6752791,0.0,0.0,1.0,0.0,0.0
e6822201,1.0,0.0,0.0,0.0,0.0
e7634747,1.0,1.0,1.0,0.0,1.0
e7599527,0.0,1.0,1.0,1.0,1.0
e6949819,0.0,0.0,1.0,1.0,0.0
e6838881,0.0,1.0,0.0,0.0,0.0
e7207545,0.0,0.0,1.0,1.0,0.0
e7540095,1.0,0.0,1.0,0.0,1.0
e7584973,1.0,1.0,1.0,1.0,1.0
e7161221,0.0,0.0,0.0,0.0,1.0
e6828739,1.0,0.0,0.0,0.0,0.0
e6659733,0.0,0.0,0.0,1.0,0.0
e6836501,0.0,1.0,0.0,0.0,0.0
e7596885,1.0,1.0,1.0,0.0,1.0
e6734921,0.0,0.0,1.0,0.0,0.0
e7563247,1.0,1.0,1.0,0.0,0.0
e7020393,1.0,0.0,1.0,0.0,0.0
e7615589,1.0,0.0,1.0,0.0,1.0
e6245625,0.0,0.0,1.0,0.0,0.0
e7559939,1.0,1.0,0.0,1.0,1.0
e7239953,0.0,0.0,0.0,1.0,0.0
e7278281,1.0,0.0,0.0,0.0,1.0
e6693893,1.0,0.0,0.0,0.0,0.0
e421544,1.0,0.0,0.0,1.0,0.0
e428456,0.0,0.0,0.0,0.0,0.0
e7627759,1.0,1.0,1.0,1.0,1.0
e7531977,1.0,1.0,1.0,1.0,1.0
e7489905,0.0,0.0,0.0,0.0,1.0
e6771719,1.0,0.0,0.0,0.0,0.0
e7619305,1.0,1.0,1.0,1.0,1.0
e6839153,0.0,0.0,0.0,0.0,1.0
e6736029,0.0,0.0,0.0,1.0,0.0
e7498153,0.0,1.0,0.0,0.0,0.0
e6864855,0.0,0.0,1.0,0.0,0.0
e7424477,0.0,1.0,0.0,1.0,0.0
e7019043,0.0,0.0,1.0,0.0,1.0
e7631297,1.0,1.0,0.0,1.0,1.0
e6957729,1.0,0.0,0.0,1.0,0.0
e7367091,1.0,0.0,0.0,0.0,0.0
e6827631,0.0,1.0,0.0,0.0,0.0
e470864,0.0,0.0,0.0,0.0,1.0
e6435581,0.0,0.0,1.0,0.0,0.0
e7488103,0.0,1.0,0.0,0.0,0.0
e7619761,1.0,0.0,1.0,0.0,0.0
e7594353,1.0,1.0,0.0,1.0,1.0
e7366835,1.0,0.0,1.0,0.0,1.0
e7630235,1.0,1.0,1.0,1.0,1.0
e6839327,0.0,0.0,1.0,0.0,1.0
e429336,0.0,0.0,1.0,0.0,0.0
e6851049,0.0,0.0,0.0,0.0,1.0
e7480891,0.0,0.0,1.0,0.0,1.0
e6817881,0.0,0.0,0.0,0.0,1.0
e7273915,1.0,0.0,1.0,0.0,0.0
e7632317,0.0,0.0,1.0,0.0,1.0
e7633297,0.0,1.0,0.0,0.0,0.0
e7627991,1.0,1.0,1.0,0.0,1.0
e6773313,0.0,1.0,0.0,1.0,1.0
e431746,1.0,0.0,0.0,0.0,0.0
e6732637,0.0,0.0,0.0,1.0,0.0
e7623613,1.0,1.0,1.0,1.0,1.0
e7564295,1.0,1.0,0.0,0.0,0.0
e7498221,0.0,1.0,0.0,0.0,0.0
e7503429,1.0,0.0,0.0,1.0,0.0
e7195279,1.0,1.0,0.0,1.0,0.0
e7029983,1.0,0.0,0.0,0.0,0.0
e6535015,0.0,1.0,0.0,0.0,0.0
e7604351,0.0,1.0,1.0,1.0,0.0
e6828881,0.0,0.0,1.0,0.0,0.0
e6816821,0.0,0.0,1.0,0.0,0.0
e6897145,0.0,1.0,0.0,0.0,0.0
e7156717,1.0,0.0,1.0,0.0,1.0
e6897107,0.0,1.0,0.0,0.0,0.0
e7490211,0.0,1.0,0.0,1.0,0.0
e6492097,0.0,0.0,0.0,1.0,0.0
e7601351,0.0,1.0,1.0,1.0,1.0
e6485505,1.0,0.0,0.0,0.0,0.0
e6232444,0.0,0.0,1.0,0.0,1.0
e7004131,1.0,0.0,1.0,0.0,1.0
e7441815,0.0,1.0,0.0,1.0,0.0
e7626919,1.0,1.0,1.0,1.0,1.0
e6841311,0.0,0.0,0.0,1.0,1.0
e7425145,1.0,1.0,1.0,1.0,0.0
e7195715,1.0,0.0,0.0,1.0,0.0
e427970,0.0,1.0,0.0,0.0,0.0
e6518691,0.0,0.0,0.0,1.0,0.0
e7504165,0.0,1.0,0.0,1.0,0.0
e7084207,0.0,0.0,1.0,0.0,1.0
e7616435,1.0,0.0,0.0,0.0,1.0
e7475593,0.0,0.0,0.0,0.0,1.0
e7571617,0.0,1.0,0.0,1.0,0.0
e7501077,0.0,0.0,0.0,0.0,1.0
e7589473,0.0,1.0,1.0,1.0,0.0
e6280945,1.0,0.0,0.0,0.0,0.0
e7520243,0.0,1.0,0.0,0.0,0.0
e7623689,1.0,1.0,0.0,1.0,1.0
e7470575,0.0,1.0,1.0,1.0,1.0
e6277767,0.0,0.0,1.0,0.0,0.0
e7205631,1.0,0.0,1.0,0.0,1.0
e6711189,1.0,0.0,0.0,0.0,0.0
e7494027,0.0,0.0,1.0,0.0,0.0
e7583733,1.0,1.0,1.0,0.0,1.0
e6781047,0.0,0.0,0.0,1.0,0.0
e7476829,0.0,0.0,1.0,0.0,1.0
e7492115,0.0,0.0,1.0,1.0,1.0
e7502601,1.0,1.0,0.0,0.0,0.0
e7627515,1.0,1.0,1.0,1.0,1.0
e6743647,1.0,0.0,1.0,0.0,0.0
e7364215,0.0,0.0,1.0,0.0,0.0
e6821079,1.0,0.0,0.0,0.0,0.0
e7085541,1.0,0.0,1.0,0.0,0.0
e7546299,0.0,0.0,0.0,1.0,1.0
e7294999,0.0,0.0,1.0,0.0,1.0
e7452265,1.0,1.0,0.0,1.0,0.0
e7634295,1.0,1.0,1.0,1.0,1.0
e7482195,0.0,1.0,1.0,0.0,1.0
e7574049,1.0,0.0,0.0,1.0,1.0
e7149101,1.0,0.0,0.0,0.0,1.0
e7506595,0.0,1.0,1.0,0.0,0.0
e7600083,1.0,0.0,1.0,1.0,1.0
e6728693,1.0,0.0,0.0,0.0,0.0
e7630769,0.0,1.0,1.0,1.0,0.0
e6258705,0.0,0.0,0.0,1.0,0.0
e7475983,1.0,0.0,0.0,0.0,0.0
e7506027,1.0,0.0,0.0,1.0,0.0
e467006,1.0,1.0,0.0,0.0,0.0
e6884609,0.0,1.0,0.0,0.0,0.0
e7606289,1.0,1.0,1.0,1.0,1.0
e7171995,0.0,0.0,1.0,0.0,1.0
e7483761,1.0,0.0,0.0,0.0,0.0
e7622655,0.0,0.0,1.0,0.0,1.0
e475950,1.0,0.0,0.0,0.0,1.0
e6599045,0.0,0.0,0.0,0.0,1.0
e7633585,1.0,1.0,1.0,1.0,1.0
e7485429,1.0,1.0,1.0,0.0,1.0
e7254219,1.0,1.0,1.0,1.0,1.0
e7089851,0.0,1.0,0.0,1.0,0.0
e439968,0.0,1.0,1.0,1.0,0.0
e6696419,1.0,0.0,1.0,0.0,0.0
e7054089,1.0,1.0,1.0,1.0,1.0
e433416,1.0,0.0,0.0,1.0,0.0
e7294239,0.0,1.0,1.0,0.0,1.0
e6768485,0.0,0.0,0.0,1.0,0.0
e7573991,1.0,0.0,1.0,0.0,0.0
e7608825,0.0,1.0,1.0,1.0,1.0
e7628663,0.0,1.0,1.0,1.0,1.0
e381904,1.0,0.0,0.0,0.0,0.0
e7635605,1.0,1.0,1.0,1.0,1.0
e6528229,1.0,0.0,0.0,0.0,0.0
e7095467,0.0,0.0,1.0,0.0,1.0
e6797483,0.0,0.0,1.0,0.0,1.0
e6178452,1.0,0.0,0.0,0.0,0.0
e7631001,1.0,1.0,1.0,1.0,1.0
e6495507,1.0,0.0,0.0,0.0,0.0
e6765937,1.0,0.0,0.0,1.0,0.0
e430688,0.0,0.0,0.0,1.0,0.0
e6838435,1.0,0.0,0.0,0.0,0.0
e6509475,1.0,1.0,0.0,1.0,0.0
e7627583,1.0,1.0,0.0,1.0,1.0
e7199359,0.0,0.0,1.0,0.0,1.0
e7624741,1.0,1.0,1.0,1.0,1.0
e7365281,1.0,1.0,0.0,0.0,0.0
e7486079,1.0,0.0,0.0,0.0,0.0
e7570151,1.0,1.0,1.0,1.0,0.0
e7530689,1.0,1.0,1.0,0.0,0.0
e7563661,0.0,0.0,0.0,1.0,1.0
e495486,0.0,0.0,0.0,1.0,0.0
e7516689,0.0,1.0,0.0,0.0,0.0
e6709277,1.0,1.0,0.0,0.0,0.0
e6269141,0.0,0.0,0.0,0.0,1.0
e6315145,0.0,0.0,0.0,1.0,0.0
e7081141,1.0,0.0,1.0,0.0,1.0
e7576595,1.0,0.0,1.0,1.0,0.0
e7633465,1.0,1.0,1.0,1.0,1.0
e7530369,0.0,1.0,0.0,1.0,0.0
e504228,1.0,0.0,0.0,0.0,0.0
e7228789,1.0,1.0,0.0,0.0,0.0
e7588747,1.0,1.0,1.0,1.0,0.0
e7633341,1.0,1.0,1.0,1.0,1.0
e7575507,1.0,1.0,1.0,0.0,1.0
e7096837,1.0,0.0,0.0,0.0,1.0
e7634525,1.0,0.0,1.0,0.0,1.0
e7564089,1.0,1.0,1.0,1.0,0.0
e7389417,1.0,0.0,0.0,1.0,0.0
e6837817,0.0,1.0,0.0,0.0,0.0
e7289497,1.0,0.0,1.0,0.0,0.0
e7628795,1.0,1.0,0.0,1.0,1.0
e6566177,0.0,1.0,0.0,1.0,0.0
e6785291,0.0,0.0,1.0,0.0,1.0
e7628453,1.0,1.0,0.0,1.0,1.0
e7573909,0.0,1.0,0.0,1.0,0.0
e6700003,0.0,0.0,0.0,0.0,1.0
e7315299,1.0,0.0,0.0,1.0,0.0
e6994131,1.0,0.0,0.0,1.0,0.0
e7137097,0.0,1.0,1.0,1.0,0.0
e390854,0.0,0.0,0.0,1.0,0.0
e7576809,0.0,0.0,1.0,0.0,1.0
e6436223,0.0,1.0,0.0,0.0,0.0
e7553943,0.0,1.0,1.0,0.0,1.0
e7604457,1.0,0.0,1.0,1.0,1.0
e6634975,1.0,0.0,0.0,0.0,0.0
e6166352,0.0,0.0,0.0,0.0,1.0
e7185891,1.0,0.0,0.0,1.0,1.0
e6702865,1.0,0.0,0.0,0.0,0.0
e6980887,1.0,0.0,0.0,0.0,0.0
e7556507,1.0,0.0,1.0,0.0,0.0
e7430961,1.0,1.0,1.0,0.0,1.0
e6894773,0.0,1.0,0.0,0.0,0.0
e7419361,1.0,0.0,1.0,1.0,1.0
e467452,0.0,0.0,0.0,0.0,1.0
e7626839,0.0,1.0,0.0,0.0,1.0
e7488509,0.0,0.0,0.0,1.0,0.0
e7507957,0.0,1.0,0.0,0.0,0.0
e7625539,0.0,1.0,0.0,1.0,0.0
e7632157,0.0,1.0,0.0,0.0,0.0
e7617305,0.0,1.0,1.0,0.0,0.0
e7621245,1.0,1.0,1.0,1.0,1.0
e7633601,1.0,1.0,1.0,1.0,1.0
e6835481,0.0,1.0,0.0,0.0,0.0
e6822231,0.0,1.0,0.0,0.0,0.0
e7618103,1.0,1.0,1.0,1.0,1.0
e7456239,1.0,1.0,0.0,0.0,0.0
e7056693,1.0,0.0,0.0,0.0,0.0
e7599787,0.0,1.0,1.0,1.0,0.0
e6881093,1.0,1.0,0.0,0.0,1.0
e7063233,0.0,0.0,1.0,1.0,0.0
e7432311,1.0,1.0,1.0,1.0,1.0
e7500639,0.0,1.0,0.0,1.0,0.0
e7169753,0.0,0.0,0.0,1.0,0.0
e449768,0.0,0.0,0.0,1.0,0.0
e6151102,0.0,0.0,0.0,0.0,1.0
e7235179,0.0,1.0,0.0,1.0,0.0
e7485987,0.0,1.0,0.0,0.0,0.0
e6834329,0.0,0.0,0.0,0.0,1.0
e7324051,1.0,1.0,0.0,0.0,0.0
e6855571,0.0,0.0,1.0,1.0,0.0
e6762515,0.0,0.0,0.0,1.0,0.0
e7504921,0.0,0.0,1.0,0.0,1.0
e6858791,1.0,0.0,0.0,0.0,0.0
e7612603,0.0,1.0,0.0,0.0,0.0
e7629531,1.0,1.0,1.0,1.0,1.0
e7248597,0.0,1.0,0.0,1.0,0.0
e7500149,0.0,1.0,0.0,1.0,0.0
e7586439,1.0,0.0,1.0,0.0,1.0
e7488339,0.0,0.0,0.0,1.0,0.0
e496474,1.0,0.0,1.0,0.0,0.0
e6264197,0.0,0.0,0.0,0.0,1.0
e415308,0.0,0.0,1.0,0.0,0.0
e7603985,1.0,1.0,1.0,0.0,1.0
e423498,0.0,1.0,1.0,0.0,0.0
e7366837,1.0,0.0,0.0,0.0,1.0
e6330249,0.0,0.0,1.0,0.0,0.0
e7277173,0.0,0.0,1.0,1.0,1.0
e7486277,1.0,0.0,0.0,0.0,0.0
e7505841,0.0,1.0,0.0,0.0,0.0
e6651319,1.0,1.0,0.0,0.0,0.0
e7381373,1.0,1.0,0.0,0.0,0.0
e6812583,0.0,1.0,0.0,0.0,0.0
e7469413,1.0,1.0,1.0,0.0,0.0
e6825653,0.0,1.0,0.0,0.0,0.0
e7266663,0.0,1.0,0.0,1.0,0.0
e6677565,0.0,1.0,0.0,0.0,0.0
e6944397,1.0,0.0,1.0,0.0,1.0
e7630679,1.0,1.0,0.0,1.0,1.0
e7456677,0.0,1.0,0.0,0.0,1.0
e7635043,1.0,1.0,1.0,1.0,1.0
e6390895,1.0,0.0,0.0,0.0,0.0
e7371255,1.0,0.0,1.0,0.0,0.0
e7542129,0.0,0.0,1.0,0.0,1.0
e7446181,0.0,1.0,1.0,1.0,1.0
e6513631,1.0,0.0,0.0,0.0,0.0
e7385237,0.0,1.0,0.0,0.0,1.0
e6835075,0.0,0.0,0.0,1.0,0.0
e7302811,0.0,0.0,1.0,1.0,0.0
e7556889,0.0,0.0,1.0,0.0,1.0
e7623163,1.0,1.0,0.0,1.0,1.0
e6697843,0.0,0.0,0.0,1.0,0.0
e7608917,1.0,1.0,1.0,0.0,1.0
e7380279,0.0,1.0,0.0,1.0,0.0
e7604733,1.0,1.0,1.0,1.0,1.0
e7390317,0.0,1.0,1.0,0.0,1.0
e7305195,1.0,0.0,1.0,0.0,1.0
e7500501,0.0,0.0,1.0,0.0,0.0
e7507427,1.0,0.0,0.0,0.0,0.0
e500828,0.0,0.0,1.0,1.0,0.0
e6944033,1.0,1.0,0.0,0.0,0.0
e6838199,1.0,1.0,0.0,0.0,0.0
e7628459,1.0,1.0,0.0,1.0,1.0
e7630935,1.0,1.0,1.0,1.0,1.0
e466814,0.0,0.0,1.0,0.0,0.0
e466816,1.0,0.0,0.0,0.0,0.0
e7557993,1.0,0.0,1.0,0.0,0.0
e7283325,1.0,0.0,0.0,0.0,1.0
e7448015,0.0,1.0,0.0,1.0,1.0
e6264751,0.0,0.0,0.0,0.0,1.0
e7501965,0.0,1.0,0.0,1.0,0.0
e7502083,0.0,1.0,0.0,0.0,0.0
e7176817,1.0,0.0,0.0,0.0,1.0
e6819021,0.0,0.0,1.0,0.0,0.0
e7493489,0.0,0.0,1.0,0.0,0.0
e7611705,0.0,1.0,1.0,1.0,1.0
e7628593,1.0,1.0,1.0,1.0,1.0
e6816769,0.0,0.0,1.0,0.0,0.0
e7472367,1.0,0.0,0.0,0.0,0.0
e7039715,0.0,0.0,1.0,1.0,0.0
e7391145,1.0,1.0,0.0,0.0,1.0
e6273357,0.0,0.0,1.0,0.0,0.0
e6786207,0.0,0.0,1.0,0.0,0.0
e7473497,0.0,0.0,0.0,1.0,0.0
e7561991,1.0,0.0,1.0,1.0,1.0
e7404317,1.0,0.0,1.0,1.0,1.0
e492820,1.0,0.0,1.0,0.0,0.0
e388012,1.0,0.0,0.0,0.0,0.0
e6548395,0.0,0.0,0.0,1.0,0.0
e7101175,1.0,1.0,0.0,0.0,0.0
e6765795,0.0,1.0,0.0,0.0,0.0
e7010875,0.0,1.0,0.0,0.0,1.0
e6592699,0.0,0.0,1.0,1.0,0.0
e7505615,0.0,0.0,0.0,0.0,1.0
e7635095,1.0,1.0,1.0,1.0,0.0
e6817871,1.0,0.0,0.0,0.0,0.0
e7462727,0.0,1.0,1.0,1.0,0.0
e464416,0.0,0.0,0.0,0.0,1.0
e464418,0.0,0.0,0.0,1.0,0.0
e6801785,1.0,0.0,0.0,0.0,0.0
e6426563,0.0,1.0,0.0,0.0,1.0
e7492647,0.0,0.0,1.0,0.0,1.0
e7607455,0.0,1.0,1.0,1.0,0.0
e496884,0.0,0.0,0.0,0.0,0.0
e7503151,0.0,0.0,0.0,1.0,1.0
e7257995,0.0,1.0,0.0,1.0,0.0
e7384331,1.0,0.0,1.0,0.0,1.0
e6800143,1.0,0.0,0.0,0.0,0.0
e7602109,0.0,1.0,0.0,1.0,1.0
e7072739,1.0,0.0,1.0,0.0,0.0
e6823331,1.0,0.0,0.0,0.0,0.0
e7581631,1.0,0.0,0.0,1.0,0.0
e6591311,1.0,0.0,1.0,0.0,1.0
e439244,0.0,0.0,1.0,0.0,0.0
e7612305,0.0,1.0,0.0,1.0,0.0
e7490531,0.0,1.0,0.0,0.0,0.0
e6234616,0.0,0.0,0.0,0.0,1.0
e6715509,0.0,1.0,0.0,0.0,0.0
e7166841,0.0,1.0,0.0,0.0,1.0
e7488991,0.0,0.0,1.0,0.0,1.0
e7300675,0.0,1.0,0.0,1.0,0.0
e7159609,1.0,1.0,1.0,1.0,1.0
e7615095,1.0,0.0,1.0,0.0,1.0
e7615215,1.0,0.0,1.0,0.0,1.0
e7457317,1.0,1.0,1.0,1.0,1.0
e7634179,1.0,1.0,1.0,0.0,1.0
e6841519,0.0,0.0,0.0,1.0,0.0
e7488653,1.0,0.0,0.0,0.0,0.0
e435768,1.0,0.0,0.0,1.0,0.0
e6974009,1.0,0.0,0.0,0.0,0.0
e7573685,0.0,1.0,0.0,1.0,0.0
e7471763,0.0,1.0,0.0,1.0,0.0
e7589085,1.0,0.0,1.0,0.0,1.0
e7628843,1.0,1.0,1.0,1.0,1.0
e6628819,0.0,0.0,0.0,0.0,1.0
e7452537,0.0,1.0,0.0,1.0,0.0
e6800825,0.0,1.0,0.0,0.0,0.0
e438388,1.0,1.0,0.0,0.0,0.0
e6760867,0.0,0.0,1.0,0.0,0.0
e6814571,1.0,0.0,0.0,0.0,0.0
e6566427,0.0,1.0,1.0,0.0,0.0
e6317295,0.0,0.0,1.0,0.0,0.0
e6836365,1.0,0.0,0.0,0.0,0.0
e421618,1.0,0.0,0.0,0.0,1.0
e6232452,0.0,0.0,0.0,0.0,1.0
e7544171,1.0,0.0,0.0,0.0,1.0
e7189607,1.0,1.0,1.0,0.0,0.0
e7576989,0.0,1.0,1.0,1.0,1.0
e7610577,0.0,0.0,1.0,0.0,1.0
e7616725,1.0,0.0,0.0,0.0,0.0
e7615859,1.0,1.0,0.0,0.0,0.0
e6666427,1.0,0.0,0.0,0.0,0.0
e6787341,1.0,0.0,0.0,0.0,0.0
e7614221,1.0,1.0,1.0,1.0,1.0
e7484131,1.0,0.0,1.0,0.0,1.0
e7485479,0.0,1.0,0.0,1.0,0.0
e7506661,1.0,0.0,1.0,0.0,1.0
e429498,0.0,0.0,0.0,0.0,1.0
e7460367,1.0,1.0,1.0,1.0,0.0
e6816735,1.0,0.0,0.0,0.0,0.0
e7577221,0.0,1.0,1.0,1.0,1.0
e7563571,0.0,0.0,1.0,0.0,1.0
e7594959,0.0,1.0,1.0,1.0,1.0
e7088827,0.0,0.0,1.0,0.0,1.0
e7545337,0.0,1.0,0.0,1.0,0.0
e408762,0.0,0.0,0.0,0.0,1.0
e7100275,0.0,0.0,1.0,0.0,1.0
e7420909,0.0,1.0,0.0,1.0,0.0
e6573811,0.0,1.0,0.0,0.0,0.0
e6800113,0.0,1.0,1.0,0.0,1.0
e7102925,0.0,0.0,1.0,0.0,1.0
e7306761,1.0,0.0,0.0,0.0,1.0
e6778391,1.0,0.0,0.0,0.0,0.0
e7191065,0.0,0.0,1.0,0.0,1.0
e7629485,1.0,1.0,0.0,0.0,1.0
e7297193,0.0,1.0,0.0,0.0,0.0
e7490039,0.0,1.0,0.0,0.0,0.0
e419034,0.0,0.0,0.0,0.0,1.0
e6336963,1.0,0.0,0.0,1.0,0.0
e6857259,1.0,0.0,0.0,0.0,0.0
e7548835,0.0,0.0,1.0,1.0,1.0
e7635331,1.0,1.0,1.0,0.0,1.0
e7306257,1.0,0.0,0.0,0.0,1.0
e7596979,1.0,1.0,0.0,1.0,1.0
e7474443,1.0,0.0,1.0,0.0,1.0
e438720,1.0,0.0,0.0,0.0,0.0
e7387439,0.0,0.0,1.0,0.0,1.0
e395366,1.0,0.0,0.0,0.0,1.0
e7486361,1.0,0.0,0.0,0.0,0.0
e7488341,0.0,0.0,1.0,0.0,0.0
e430332,0.0,0.0,1.0,0.0,1.0
e7621297,0.0,0.0,0.0,1.0,1.0
e7484975,1.0,0.0,0.0,0.0,0.0
e6963065,0.0,0.0,1.0,0.0,0.0
e6823375,1.0,0.0,0.0,0.0,0.0
e7475197,0.0,0.0,1.0,0.0,0.0
e6761521,1.0,0.0,0.0,0.0,0.0
e7313109,1.0,0.0,1.0,1.0,0.0
e6570095,1.0,0.0,0.0,0.0,0.0
e457028,1.0,0.0,0.0,0.0,1.0
e7501693,1.0,0.0,0.0,1.0,0.0
e7603613,1.0,1.0,1.0,0.0,1.0
e6271597,0.0,0.0,0.0,1.0,0.0
e7542255,0.0,0.0,1.0,0.0,1.0
e7611113,0.0,1.0,0.0,1.0,0.0
e7613823,1.0,1.0,0.0,1.0,0.0
e6684211,1.0,0.0,0.0,0.0,0.0
e6743243,0.0,0.0,0.0,1.0,0.0
e7629471,1.0,0.0,1.0,0.0,0.0
e439322,1.0,0.0,0.0,0.0,0.0
e439324,0.0,0.0,1.0,0.0,1.0
e7352205,1.0,0.0,1.0,0.0,1.0
e6341913,1.0,0.0,0.0,0.0,0.0
e7557081,0.0,0.0,1.0,0.0,1.0
e7582057,1.0,0.0,1.0,1.0,1.0
e6276187,0.0,0.0,0.0,0.0,1.0
e7416613,0.0,1.0,0.0,1.0,0.0
e7577069,0.0,1.0,0.0,1.0,0.0
e7063843,1.0,0.0,0.0,1.0,0.0
e447888,1.0,0.0,1.0,1.0,1.0
e7602655,1.0,1.0,0.0,0.0,1.0
e7339299,0.0,1.0,0.0,1.0,0.0
e7633303,1.0,0.0,1.0,0.0,1.0
e6720533,0.0,0.0,0.0,1.0,0.0
e7477841,0.0,0.0,1.0,0.0,0.0
e459080,1.0,0.0,1.0,0.0,1.0
e7480425,0.0,1.0,0.0,1.0,0.0
e7480427,1.0,0.0,1.0,0.0,1.0
e7555885,1.0,0.0,1.0,0.0,1.0
e485542,1.0,0.0,0.0,0.0,0.0
e7383267,0.0,0.0,1.0,0.0,1.0
e6821521,0.0,1.0,0.0,0.0,0.0
e7119475,0.0,0.0,0.0,0.0,1.0
e7327287,0.0,0.0,1.0,0.0,1.0
e6486547,0.0,0.0,0.0,0.0,1.0
e7474139,1.0,1.0,0.0,0.0,0.0
e501130,0.0,1.0,0.0,0.0,0.0
e6247323,0.0,0.0,0.0,0.0,1.0
e6980485,0.0,0.0,1.0,0.0,1.0
e461054,1.0,0.0,0.0,0.0,0.0
e7620441,1.0,0.0,0.0,0.0,1.0
e7237629,1.0,1.0,0.0,1.0,0.0
e7511145,0.0,1.0,0.0,1.0,0.0
e7587293,1.0,0.0,1.0,0.0,1.0
e6177928,0.0,0.0,1.0,0.0,0.0
e7151499,1.0,1.0,1.0,0.0,0.0
e6829595,1.0,1.0,1.0,1.0,0.0
e490322,0.0,1.0,1.0,1.0,0.0
e6794551,1.0,0.0,0.0,0.0,0.0
e6739711,1.0,0.0,0.0,0.0,0.0
e7623109,0.0,1.0,1.0,0.0,0.0
e6815755,0.0,0.0,1.0,0.0,0.0
e6704435,0.0,1.0,0.0,1.0,0.0
e7564983,1.0,0.0,1.0,0.0,1.0
e7132683,0.0,0.0,1.0,0.0,1.0
e7490151,1.0,0.0,0.0,0.0,0.0
e7054393,0.0,1.0,0.0,1.0,0.0
e7602089,1.0,1.0,0.0,0.0,1.0
e7291357,0.0,1.0,0.0,1.0,1.0
e7047571,0.0,1.0,0.0,0.0,1.0
e7404025,0.0,1.0,1.0,1.0,1.0
e7475083,1.0,0.0,0.0,0.0,0.0
e7135065,1.0,1.0,0.0,1.0,0.0
e7484795,0.0,0.0,1.0,0.0,1.0
e7544597,1.0,1.0,0.0,1.0,0.0
e401088,0.0,1.0,1.0,1.0,0.0
e7055033,0.0,0.0,1.0,0.0,0.0
e7549573,1.0,0.0,1.0,0.0,0.0
e406958,1.0,0.0,0.0,0.0,0.0
e7374251,1.0,1.0,0.0,1.0,0.0
e7634419,1.0,1.0,1.0,1.0,1.0
e7164533,0.0,1.0,0.0,1.0,0.0
e7632131,0.0,0.0,1.0,0.0,1.0
e7340837,1.0,0.0,1.0,0.0,1.0
e7502073,0.0,1.0,0.0,1.0,0.0
e7390019,0.0,1.0,0.0,1.0,0.0
e7497731,0.0,0.0,0.0,1.0,0.0
e391746,0.0,1.0,0.0,0.0,1.0
e391750,1.0,1.0,0.0,0.0,1.0
e7523695,0.0,1.0,1.0,0.0,1.0
e7624111,1.0,1.0,0.0,1.0,1.0
