0,0.494,0.164,0.121,0.475,0.074,0.582,0.773,0.32,0.261,0.252
1,0.494,0.802,0.098,0.472,0.108,0.286,0.122,0.179,0.736,0.091
2,0.012,0.034,0.781,0.053,0.818,0.132,0.105,0.501,0.002,0.658
