name,strains_print,color
5637938+,s8,#b0b0b0
5638042+,s5,Lime
5638130+,s8,#b0b0b0
5638280+,s8,#b0b0b0
5638296+,s5,Lime
5638420+,s5,Lime
5638520+,s5,Lime
5638576+,"s4, s8(4)",#b0b0b0
5638668+,s5,Lime
5638714+,s5,Lime
5638854+,s5,Lime
5638976+,Nobody,#b0b0b0
5639016+,s8,#b0b0b0
5639052+,"s4, s8",#b0b0b0
5639072+,s5,Lime
5639104+,s4(2),#b0b0b0
5639110+,s4,#b0b0b0
5639260+,s8(3),#b0b0b0
5640108+,s8,#b0b0b0
5640260+,"s4, s8",#b0b0b0
5640392+,s4,#b0b0b0
5641048+,s4,#b0b0b0
5641260+,s5,Teal
5641262+,s5,Teal
5641288+,s4,#b0b0b0
5641688+,s8,#b0b0b0
5641736+,s4,#b0b0b0
5642122+,s4,#b0b0b0
5642288+,"s4, s8(2)",#b0b0b0
5642296+,s8(2),#b0b0b0
5642302+,s8,#b0b0b0
5642376+,s5,Teal
5642664+,s4,#b0b0b0
5643120+,s4,#b0b0b0
5643164+,"s4(2), s8(4)",#b0b0b0
5643172+,"s4, s8(4)",#b0b0b0
5643178+,s8,#b0b0b0
5643276+,s8,#b0b0b0
5643864+,s5,Lime
5644052+,s4,#b0b0b0
5644554+,s8,#b0b0b0
5644850+,s4,#b0b0b0
5645330+,s8,#b0b0b0
5645956+,"s4, s8",#b0b0b0
5646128+,s4,#b0b0b0
5646228+,s4,#b0b0b0
5646684+,s5(2),Navy
5647454+,"s4, s8",#b0b0b0
5647460+,s8,#b0b0b0
5647734+,s8,#b0b0b0
5647740+,s5,Lime
5647766+,s5,Lime
5648052+,s8(2),#b0b0b0
5648060+,s8(5),#b0b0b0
5648370+,s5,Lime
5648476+,s4,#b0b0b0
5649304+,s4,#b0b0b0
5649400+,s8,#b0b0b0
5649470+,s5,Lime
5650404+,s4,#b0b0b0
5650416+,s5,Lime
5650510+,s4,#b0b0b0
5650512+,"s4, s8",#b0b0b0
5650704+,s5,Lime
5651006+,s4,#b0b0b0
5651074+,s4(3),#b0b0b0
5651722+,s5,Lime
5652078+,s5,Lime
5652092+,s5,Lime
5652136+,s8,#b0b0b0
5652214+,s4,#b0b0b0
5652810+,"s4(7), s8(8)",#b0b0b0
5652862+,"s4, s5",Teal
5653212+,s5(3),Navy
5653220+,s5,Teal
5653226+,"s4, s5, s8",Teal
5653860+,"s4, s8",#b0b0b0
5654292+,s8(2),#b0b0b0
5654782+,s8,#b0b0b0
5655202+,s4,#b0b0b0
5655654+,s5,Teal
5656042+,s5,Lime
5656246+,s8,#b0b0b0
5656252+,s4,#b0b0b0
5656258+,s5,Lime
5656442+,s8,#b0b0b0
5657002+,"s4, s8",#b0b0b0
5657020+,s5,Lime
5657284+,"s4, s5, s8",Teal
5657288+,s5,Teal
5657476+,s4(2),#b0b0b0
5657494+,s8,#b0b0b0
5658396+,"s4, s8",#b0b0b0
5658966+,s5,Teal
5659696+,s4,#b0b0b0
5659900+,s4,#b0b0b0
5660440+,s5,Lime
5660878+,s8,#b0b0b0
5661158+,s4,#b0b0b0
5661552+,s5,Teal
5661954+,s8,#b0b0b0
5661956+,"s5, s8",Teal
5661998+,s4,#b0b0b0
5662066+,s8,#b0b0b0
5662516+,s5,Lime
5662902+,s5,Lime
5663078+,s5,Lime
5663254+,s4(2),#b0b0b0
5663696+,s5,Lime
5663780+,s5,Lime
5664388+,s5,Lime
5665078+,s5,Lime
5665586+,"s4, s5, s8",Teal
5665726+,s8,#b0b0b0
5665936+,s5,Lime
5666128+,s4(2),#b0b0b0
5667286+,"s4, s8",#b0b0b0
5667540+,s4,#b0b0b0
5668014+,s5,Lime
5668320+,s5,Lime
5668508+,s5,Lime
5668734+,s5,Lime
5669224+,s8,#b0b0b0
5669488+,s5,Teal
5669544+,s5,Lime
5670742+,s5,Teal
5671104+,s4,#b0b0b0
5672068+,s4,#b0b0b0
5672624+,"s4, s5",Teal
5673758+,"s4, s5(7), s8(5)",Navy
5673878+,s8,#b0b0b0
5674926+,s5,Lime
5675032+,"s4, s8",#b0b0b0
5675102+,"s4, s8",#b0b0b0
5675376+,s5,Lime
5675408+,s8,#b0b0b0
5676192+,s5,Lime
5676384+,s5,Teal
5676660+,s8,#b0b0b0
5676684+,s4(2),#b0b0b0
5676692+,s4(3),#b0b0b0
5676700+,s4(4),#b0b0b0
5676908+,s4,#b0b0b0
5676994+,s5,Lime
5677000+,s4,#b0b0b0
5677046+,s5,Lime
5677298+,s5,Lime
5677390+,s4,#b0b0b0
5677502+,s5,Lime
5677598+,s5,Lime
5677662+,s5,Lime
5677668+,s5,Lime
5677844+,"s4, s8",#b0b0b0
5678024+,s5,Lime
5678078+,s8,#b0b0b0
5678368+,s4,#b0b0b0
5678438+,s8,#b0b0b0
5678628+,s5,Lime
5679080+,s8,#b0b0b0
5679198+,s5,Lime
5679230+,s5,Lime
5679406+,s5,Lime
5679476+,s4,#b0b0b0
5679488+,s5,Teal
5679898+,s5,Lime
5679918+,s5,Lime
5680056+,s4(3),Orange
5680062+,s4,#b0b0b0
5680378+,s5,Lime
5680384+,"s4, s8",#b0b0b0
5680556+,s5,Lime
5681202+,s5,Lime
56849205953394+,"s4, s5(7), s8(5)",Navy
5685436+,s5,Lime
5686302+,s5,Lime
5687190+,s5,Lime
5687196+,s5,Lime
5687592+,s8,#b0b0b0
5688002+,s5,Teal
5688082+,s5,Teal
5688374+,s5,Lime
5688494+,s5,Lime
5688798+,s5,Lime
5688900+,"s4(6), s8(5)",#b0b0b0
5689038+,s8,#b0b0b0
5689440+,s5,Lime
5689446+,s4,#b0b0b0
5689490+,s8,#b0b0b0
5689524+,s5,Teal
5689766+,s5,Lime
5690116+,s5,Lime
5690748+,s5,Lime
5691178+,s5(2),Green
5691218+,s5,Lime
5691482+,"s4, s5",Teal
5691560+,s8,#b0b0b0
5691932+,s5,Lime
5692060+,s5,Lime
5693950+,s5,Lime
5693970+,s8,#b0b0b0
5694090+,s5,Lime
5694096+,s5,Lime
5694300+,s5(5),Green
5694400+,s4,#b0b0b0
5694528+,s5,Lime
5694608+,s5,Lime
5694640+,"s4, s8(12)",#b0b0b0
5695928+,s5,Lime
5696552+,s5,Lime
5697284+,"s4(6), s5(7), s8(3)",Navy
5697384+,"s4(6), s8(3)",#b0b0b0
5698412+,s5,Lime
5700834+,"s5, s8",Teal
5701040+,s5(7),Navy
5702024+,"s4(2), s5(7), s8(3)",Navy
5702050+,s5,Lime
5702394+,s5,Lime
5702492+,s5,Lime
5703172+,s8,#b0b0b0
5703176+,"s5, s8",Lime
5703178+,s8,#b0b0b0
5703986+,"s4, s8",#b0b0b0
5704290+,"s4, s8",#b0b0b0
5704292+,"s4(2), s8",#b0b0b0
5705810+,"s4, s5, s8",Teal
5707012+,"s4, s8",#b0b0b0
5707496+,"s4, s8",#b0b0b0
5708852+,s8(2),#b0b0b0
5710198+,"s4, s8",#b0b0b0
5710992+,"s4, s8",#b0b0b0
5711284+,"s4, s8",#b0b0b0
5712632+,"s4, s8",#b0b0b0
5712908+,"s4, s8",#b0b0b0
5712932+,s5(3),Navy
5712938+,s5(2),Navy
57134085945134+,"s4, s5, s8",Lime
5713890+,"s4, s5, s8",Teal
5715464+,s5(2),Navy
5717284+,"s4, s5",Teal
5718232+,"s4, s8",#b0b0b0
5718278+,"s4, s5",Lime
5718284+,s4,#b0b0b0
5719390+,"s4, s8",#b0b0b0
5719524+,s4,#b0b0b0
5719838+,s4,#b0b0b0
5720334+,s5(2),Green
5720580+,"s4, s8",#b0b0b0
5721138+,"s4, s5, s8",Teal
5723142+,"s4, s8",#b0b0b0
5723300+,"s4, s5, s8",Teal
5723366+,"s4, s5",Teal
5723912+,"s4, s5, s8",Teal
5724868+,"s4, s5, s8",Teal
5724874+,"s5, s8",Teal
5726038+,s8,#b0b0b0
5726040+,"s4, s8",#b0b0b0
5727914+,"s4, s8",#b0b0b0
5727918+,s4,#b0b0b0
5728490+,"s4, s5, s8",Teal
5728898+,s4(2),#b0b0b0
5729824+,s4,#b0b0b0
5730350+,"s4, s8",#b0b0b0
5730888+,"s4, s8",#b0b0b0
5731754+,"s4, s8",#b0b0b0
5732118+,s5(2),Navy
5732182+,"s4, s5",Teal
5732194+,s4,#b0b0b0
5732240+,"s4, s5",Teal
5732808+,s5,Lime
5733146+,"s4, s8",#b0b0b0
5733928+,"s5, s8",Teal
5734194+,"s4, s8",#b0b0b0
5735070+,"s4, s8",#b0b0b0
5735656+,"s4, s8",#b0b0b0
5735936+,"s4, s8",#b0b0b0
5737728+,"s4, s8",#b0b0b0
5738256+,"s4, s8",#b0b0b0
5739552+,"s4, s8",#b0b0b0
5739790+,"s4, s8",#b0b0b0
5739856+,"s4(2), s5",Navy
5740242+,"s4(2), s8",#b0b0b0
5740246+,s4,#b0b0b0
5740530+,"s4, s8",#b0b0b0
5740726+,"s4, s8",#b0b0b0
5741102+,"s4, s8",#b0b0b0
5742438+,s4(2),#b0b0b0
5742446+,s4,#b0b0b0
5742450+,s4,#b0b0b0
5742590+,"s4, s8",#b0b0b0
5742838+,"s4, s5",Teal
5743188+,"s4, s8",#b0b0b0
5743390+,"s4, s5",Teal
5743396+,s4,#b0b0b0
5744338+,s5,Teal
5746076+,"s4, s5, s8",Teal
5747264+,"s4, s8",#b0b0b0
5747354+,"s4, s5, s8(2)",Navy
5747500+,"s4, s8",#b0b0b0
5748090+,s5,Lime
5748432+,"s4(2), s8",#b0b0b0
5749430+,s5,Teal
5749604+,"s4, s5",Teal
5749778+,"s4, s5, s8",Teal
5750536+,"s4(2), s8",#b0b0b0
5750584+,"s4, s8",#b0b0b0
5751728+,"s4, s8",#b0b0b0
5751740+,"s4, s8",#b0b0b0
5751874+,"s4, s8",#b0b0b0
5752534+,"s4, s8",#b0b0b0
5752616+,"s5, s8",Teal
5753446+,s4,#b0b0b0
5753468+,"s4, s8",#b0b0b0
5753660+,"s4, s8",#b0b0b0
5754318+,s4,#b0b0b0
5754630+,"s4, s8",#b0b0b0
5755090+,"s4, s8",#b0b0b0
5755618+,s8,#b0b0b0
5756500+,"s4, s5, s8",Teal
5756614+,"s4, s8",#b0b0b0
5756658+,s8,#b0b0b0
5758162+,"s4, s8",#b0b0b0
5758648+,"s4, s8",#b0b0b0
5758782+,"s4, s8",#b0b0b0
5758902+,"s4, s8",#b0b0b0
5758906+,s4,#b0b0b0
5759480+,"s4, s8",#b0b0b0
5759930+,"s4, s5, s8",Teal
5759982+,"s4, s8",#b0b0b0
5760034+,"s4, s8",#b0b0b0
5760040+,"s5, s8",Lime
5760360+,"s4, s8",#b0b0b0
5760786243138+,"s4, s8",#b0b0b0
5761052+,"s4, s8",#b0b0b0
5761058+,s5(2),Navy
5761792+,"s4, s8",#b0b0b0
5761816+,"s4, s8",#b0b0b0
5762266+,"s4, s8",#b0b0b0
5762816+,"s4, s5, s8",Teal
5762818+,"s4, s8",#b0b0b0
5765452+,"s4, s8",#b0b0b0
5765848+,"s4, s8",#b0b0b0
5766212+,"s4, s8(3)",#b0b0b0
5766218+,"s4, s8(2)",#b0b0b0
5766688+,"s4, s8",#b0b0b0
5767100+,"s5, s8",Teal
5767454+,"s4, s5, s8",Teal
5768198+,"s4, s8",#b0b0b0
5768962+,"s4, s8",#b0b0b0
5769084+,"s4, s5, s8",Teal
5769558+,"s4, s8",#b0b0b0
5769960+,"s4, s8",#b0b0b0
5769962+,s4,#b0b0b0
5770012+,s4,#b0b0b0
5770014+,"s4, s8",#b0b0b0
5770026+,"s4, s8",#b0b0b0
5770032+,"s4, s8",#b0b0b0
5770712+,"s4, s5, s8",Teal
5771140+,"s5, s8",Lime
5771584+,"s4, s8",#b0b0b0
5771592+,"s4, s8",#b0b0b0
5771786+,"s4, s8",#b0b0b0
5773778+,s5,Lime
5773962+,"s4, s5, s8",Teal
5774648+,"s5, s8",Teal
5774712+,"s4, s5, s8",Teal
5774886+,"s4, s8",#b0b0b0
5775294+,"s4, s5, s8",Teal
5775648+,"s4, s8",#b0b0b0
5775828+,"s4, s8",#b0b0b0
5776176+,"s4, s8",#b0b0b0
5777070+,"s4, s5, s8",Teal
5777354+,"s4, s8",#b0b0b0
5777454+,"s4, s8",#b0b0b0
5777740+,"s4, s8",#b0b0b0
5777892+,"s5, s8",Teal
57779445777950+,"s4, s8",#b0b0b0
5778368+,"s4, s8",#b0b0b0
5778408+,"s4, s8",#b0b0b0
5778608+,"s4, s8",#b0b0b0
5778860+,"s4, s5, s8",Teal
5779170+,"s4, s5, s8(2)",Navy
5779850+,"s4, s8",#b0b0b0
5780080+,"s4, s5, s8",Teal
5780082+,"s4, s8",#b0b0b0
5780318+,s4(2),#b0b0b0
5780320+,s4,#b0b0b0
5780338+,"s4, s8",#b0b0b0
5780494+,s5,Lime
5780540+,s5,Lime
5780744+,"s4, s8",#b0b0b0
5780796+,"s4, s8",#b0b0b0
5780798+,s8,#b0b0b0
5780840+,"s4, s5",Lime
5782110+,"s4, s8",#b0b0b0
5782376+,"s4, s8",#b0b0b0
5782726+,"s5, s8",Lime
57831385952838+,s5(7),Navy
5783498+,"s4, s8",#b0b0b0
5783722+,"s4, s5, s8",Teal
5784104+,"s4, s8",#b0b0b0
5784222+,"s4, s8",#b0b0b0
5784928+,"s4, s5(2), s8",Navy
5784932+,"s4, s5(2)",Navy
5785034+,"s4, s5, s8",Lime
5785296+,"s4, s8",#b0b0b0
5785682+,"s4, s5, s8",Teal
5785818+,"s4, s8",#b0b0b0
5785836+,"s4, s8",#b0b0b0
5785892+,"s5, s8",Teal
5786130+,"s5, s8",Teal
5786900+,"s4, s8",#b0b0b0
5787064+,s5,Teal
5788992+,"s4, s8",#b0b0b0
5789440+,"s4, s8",#b0b0b0
5790644+,"s4, s8",#b0b0b0
5790946+,"s4, s5",Teal
5791522+,"s4, s5",Lime
5792038+,"s4, s8",#b0b0b0
5792114+,"s4, s8",#b0b0b0
5792692+,"s4, s5, s8",Teal
5792838+,s5,Teal
5793628+,"s4, s8",#b0b0b0
5794536+,s8,#b0b0b0
5794572+,"s4, s8",#b0b0b0
5795264+,"s4, s8",#b0b0b0
5795312+,"s4, s5",Teal
5796282+,"s4, s8",#b0b0b0
5796784+,"s5, s8",Teal
5797024+,"s4(3), s8(2)",#b0b0b0
5797032+,s8(2),#b0b0b0
5797242+,s8(2),#b0b0b0
5798862+,"s4, s8",#b0b0b0
5799058+,"s4, s5, s8",Teal
5799062+,"s5, s8",Teal
5799064+,"s4, s8",#b0b0b0
5799220+,"s4, s8",#b0b0b0
5799262+,"s4, s8",#b0b0b0
5799568+,s4,#b0b0b0
5800542+,s4,#b0b0b0
5800630+,"s4, s5",Teal
5800850+,s8,#b0b0b0
5801750+,"s4, s8",#b0b0b0
5801828+,"s4, s8",#b0b0b0
5801842+,"s4, s8",#b0b0b0
5802424+,"s4, s8",#b0b0b0
5802678+,"s4, s8",#b0b0b0
5802758+,s5,Lime
5802992+,"s5, s8",Teal
5803020+,s5,Lime
5803402+,"s5, s8",Lime
5803826+,"s4, s5",Teal
5803916+,"s4, s8",#b0b0b0
5804228+,"s4(2), s8(2)",#b0b0b0
5806140+,"s4, s5, s8",Teal
5806142+,"s5, s8",Teal
5806194+,"s4, s5, s8",Teal
5806226+,s5(2),Navy
5806596+,"s4, s8",#b0b0b0
5806730+,"s4, s8",#b0b0b0
5806902+,s4,#b0b0b0
5807662+,"s4, s8",#b0b0b0
5807674+,"s4, s5, s8",Teal
5807688+,"s4, s8",#b0b0b0
5807846+,"s4, s8",#b0b0b0
5809172685388+,"s4, s5",Teal
5809606+,s5,Lime
5810298+,"s4, s5, s8",Lime
5810340+,s5,Teal
5810388+,"s4, s8",#b0b0b0
5810504+,"s4, s5, s8",Teal
5810512+,"s5, s8",Teal
5810518+,s8,#b0b0b0
5811052+,"s4, s8",#b0b0b0
5811140+,"s4, s5",Teal
5811358+,"s4, s8",#b0b0b0
5811434+,"s4, s8",#b0b0b0
5812128+,"s4, s8",#b0b0b0
5812782+,"s4, s8",#b0b0b0
5812930+,"s4, s8",#b0b0b0
5812952+,"s4, s8",#b0b0b0
5813040+,"s4, s5, s8",Lime
5813146+,"s4, s8",#b0b0b0
5813448+,"s5, s8",Teal
5813734+,"s4(2), s5, s8",Navy
5813788+,"s4, s5, s8",Teal
5813790+,"s4, s8",#b0b0b0
5814440+,s8,#b0b0b0
5814446+,"s4, s8",#b0b0b0
5815868+,"s4, s8",#b0b0b0
5816260+,s8,#b0b0b0
5816478+,s8,#b0b0b0
5817244+,"s4, s8",#b0b0b0
5817804+,"s4, s5",Teal
5818242+,"s4(3), s8(3)",#b0b0b0
5818290+,s5(4),Navy
5818480+,"s4, s5, s8",Lime
5819320+,"s4, s5",Teal
5819554+,"s4, s8",#b0b0b0
5820270+,s5,Lime
5820444+,"s4, s5",Teal
5820576+,"s4, s8",#b0b0b0
5820614+,s5,Lime
5821762+,"s5, s8",Lime
5821790+,"s4, s8",#b0b0b0
5821802+,s8,#b0b0b0
5821978+,s5,Lime
5822712+,"s4(2), s8",#b0b0b0
5823070+,s5(2),Green
5823162+,"s4, s5",Teal
5823424+,"s4, s5, s8",Lime
5823688+,"s4, s5, s8",Teal
5823744+,"s4, s5, s8",Lime
5823990+,"s4, s5, s8",Teal
5824448+,"s5, s8",Lime
5824572+,"s4, s8",#b0b0b0
5824634+,"s4, s5",Teal
5824668+,"s4, s5, s8",Teal
5825770+,"s4, s5, s8",Lime
5825814+,"s5, s8",Lime
5826092+,"s4, s5, s8",Lime
5826364+,"s4, s8",#b0b0b0
5826732+,"s4, s8",#b0b0b0
5826754+,"s4, s5, s8",Teal
5826758+,"s4, s8",#b0b0b0
5826872+,"s5, s8",Teal
5827056+,"s5, s8",Teal
5827352+,"s4, s5, s8",Teal
5827574+,s4(2),#b0b0b0
5827818+,"s5, s8",Lime
5828498+,s4,#b0b0b0
5828612+,"s4, s5",Teal
5828880+,"s4, s8",#b0b0b0
5828984+,s8,#b0b0b0
5829168+,"s4, s5, s8",Teal
5829820+,s5,Teal
5830152+,"s4, s5, s8",Lime
5830656+,"s4, s5, s8",Teal
5830658+,"s5, s8",Teal
5830814+,"s4, s8",#b0b0b0
5831140+,"s4, s5, s8",Teal
58318565755970+,"s5, s8",Teal
5832260+,"s4, s5",Teal
5832926+,"s4, s5, s8",Teal
5833424+,"s4, s5, s8",Teal
5833482151634+,s5,Teal
5833980+,"s4, s5",Teal
5834106+,"s4, s8",#b0b0b0
58342+,Nobody,#b0b0b0
58344+,Nobody,#b0b0b0
5834582+,"s4, s5, s8",Lime
5834872+,"s4, s8",#b0b0b0
5835990+,s5(3),Navy
5836106+,"s4, s5, s8",Lime
5836242+,"s4, s8",#b0b0b0
5836738+,"s4, s5",Teal
5837586+,s5,Lime
5837818+,s5,Lime
5838236+,"s4, s5",Teal
5838248+,"s4, s5, s8",Lime
5838634+,s5,Teal
5838746+,"s4, s5, s8",Lime
5839376+,s5,Teal
5840058+,s5,Lime
5840332+,"s5, s8",Teal
5840528+,"s4, s8",#b0b0b0
5840530+,s4,#b0b0b0
5840896+,"s4, s8",#b0b0b0
5841052+,"s5, s8",Teal
5841210+,"s4, s5, s8",Lime
5841524+,"s4, s5",Teal
5842064+,"s4, s5",Lime
5842126+,"s4, s8",#b0b0b0
5842128+,s8,#b0b0b0
5842196+,"s4, s8",#b0b0b0
5842204+,"s4, s5, s8",Lime
5842428+,"s4, s5",Teal
5844118+,"s4, s5, s8",Teal
5844120+,"s4, s8",#b0b0b0
5844606+,"s4, s8",#b0b0b0
5845072+,"s4, s5, s8",Teal
5845186+,"s5, s8",Teal
5845412+,"s4, s5",Teal
5845570+,"s4, s5, s8",Lime
5845902+,"s4, s5, s8",Teal
5845918+,s5,Lime
5846264+,"s4, s5, s8",Teal
5846452+,"s4, s5, s8",Teal
5846468+,"s4, s8",#b0b0b0
5846640+,s5,Lime
5846798+,"s4, s5, s8",Teal
5847070+,"s5, s8",Teal
5847246+,"s5, s8",Teal
5847278+,"s5, s8",Teal
5847280+,"s4, s5, s8",Teal
5847362+,"s4, s8",#b0b0b0
5847468+,"s4, s5, s8",Teal
5847544+,"s4, s8",#b0b0b0
5848182+,"s4, s5, s8",Teal
5848366+,s5,Lime
5848726+,"s4, s8",#b0b0b0
5849222+,"s4, s5, s8",Lime
5849628+,s5(2),Navy
5849656+,s5,Lime
5850328+,s5,Lime
5850330+,"s5, s8",Lime
5850740+,"s4, s5, s8",Lime
5850824+,s5,Lime
5850838+,"s4, s5, s8",Teal
5851312+,"s5, s8",Teal
5851320+,"s5, s8",Teal
5851332+,"s4, s5, s8",Teal
5851582+,s5,Lime
5852016+,"s4, s5, s8",Teal
5852022+,"s4, s5, s8",Teal
5852080+,s5,Lime
5852562+,"s4, s8",#b0b0b0
5853084+,"s4, s5, s8",Lime
5853260+,s5,Lime
5854068+,"s4(2), s5, s8(3)",Navy
5854140+,"s4, s5, s8",Lime
58545785735586+,"s4, s8",#b0b0b0
5854676+,"s5, s8",Lime
5854678+,"s4, s5, s8",Teal
5854886+,"s5, s8",Teal
5854926+,"s4, s5, s8",Teal
5855336+,s5(2),Green
5855572+,"s4, s5",Teal
5855600+,"s4, s8",#b0b0b0
5856070+,"s4, s5",Teal
5856672+,"s4, s8",#b0b0b0
5856740+,s5,Lime
5857156+,"s4, s5, s8",Teal
5857260+,"s4, s5, s8",Lime
5857570+,"s4, s8",#b0b0b0
5857612+,s5,Teal
5858260+,"s4, s5, s8",Lime
5858366+,"s5, s8",Teal
5858372+,s5,Teal
5858480+,"s4, s5, s8",Lime
5858780+,"s4, s5",Teal
5858794+,"s4, s8",#b0b0b0
5858992+,"s4, s5, s8",Lime
5859438+,s5,Lime
5859558+,"s4, s5, s8",Teal
5859632+,"s4, s5",Teal
5859826+,s5,Teal
5860100+,"s4, s8",#b0b0b0
5860150+,"s4, s8",#b0b0b0
5860176+,"s4, s5, s8",Teal
5860316+,s5,Teal
5860402+,"s4, s5",Teal
5860404+,s5,Lime
5860522+,"s4, s5, s8",Lime
5860998+,"s4, s5",Teal
5861568+,"s4, s8",#b0b0b0
5862022+,"s4, s5, s8",Lime
5862076+,s5,Lime
5862078+,"s4, s5",Teal
5862176+,"s4, s5",Teal
5862442+,"s4, s8",#b0b0b0
5862444+,"s4, s5, s8",Lime
5862472+,"s4, s5, s8",Teal
5863482+,s5(2),Green
5863484+,"s4, s5(2)",Navy
5863614+,"s4, s8",#b0b0b0
5863682+,"s4, s5, s8",Lime
5863694+,"s4, s5, s8",Lime
5863914+,"s4, s5, s8",Teal
5863988+,"s4, s5",Teal
5863992+,s5,Lime
5864244+,"s5, s8",Teal
5864444+,"s4, s5, s8",Teal
5864492+,s5,Lime
5864982+,"s4, s5, s8",Teal
5865156+,"s4, s8",#b0b0b0
5865168+,"s4, s5, s8",Teal
5865170+,"s4, s5, s8",Teal
5865660+,"s4, s8",#b0b0b0
5865824+,s5,Lime
5865890+,"s4, s5, s8",Teal
5865950+,"s4, s5, s8",Teal
5866442+,"s4, s5, s8",Teal
5866706+,"s4, s8",#b0b0b0
5866766+,s5,Lime
5867058+,s5,Teal
5867300+,"s4, s8",#b0b0b0
5867524+,"s4, s8",#b0b0b0
5867906+,s5,Lime
5867908+,"s4, s5",Teal
5867942+,"s5, s8",Teal
5868060+,"s4, s5",Teal
5868602+,s5,Lime
5868712+,s5,Lime
5868848+,"s5, s8",Teal
5869346+,"s5, s8",Teal
5869348+,"s4, s5, s8",Teal
5869752+,"s4, s5",Teal
5869826+,"s4, s8",#b0b0b0
5870130+,s5,Lime
5870132+,"s4, s5, s8",Teal
5870144+,"s4, s5, s8",Teal
5870146+,"s4, s5, s8",Teal
5870164+,"s4, s8",#b0b0b0
5870178+,s5,Lime
5870226+,"s4, s5, s8",Teal
5870274+,"s4, s5, s8",Lime
5870308+,"s4, s5, s8",Lime
5870310+,s5,Lime
5870356+,s5,Lime
5870416+,s5,Teal
5870458+,"s4, s5, s8",Teal
5870460+,"s4, s8",#b0b0b0
5870580+,s5,Lime
5870594+,s5,Lime
5870826+,"s5, s8",Teal
5871346+,"s4, s5",Teal
5871514+,"s5, s8",Teal
5871516+,"s4, s5, s8",Teal
5871568+,"s4, s8",#b0b0b0
5871610+,s8,#b0b0b0
5871618+,s4,#b0b0b0
5871620+,s4,#b0b0b0
5871896+,s4,#b0b0b0
5871912+,s5,Lime
5871990+,s8(2),#b0b0b0
5871996+,s5,Lime
5872006+,s4,#b0b0b0
5872008+,s4(2),#b0b0b0
5872060+,s4,#b0b0b0
5872084+,"s4, s5",Teal
5872308+,"s4, s8",#b0b0b0
5872334+,s4,#b0b0b0
5872356+,s8,#b0b0b0
5872414+,s8(2),#b0b0b0
5872442+,s5,Lime
5872506+,s4,#b0b0b0
5872552+,s8,#b0b0b0
5872582+,s5,Teal
5872758+,Nobody,#b0b0b0
5872798+,"s4, s8",#b0b0b0
5872814+,s4,#b0b0b0
5872842+,s5,Lime
5872844+,s4,#b0b0b0
5872864+,Nobody,#b0b0b0
5872980+,s8,#b0b0b0
5873140+,s5(3),Navy
5873248+,s5,Lime
5873272+,s8,#b0b0b0
5873494+,s5,Lime
5873602+,s8,#b0b0b0
5873688+,s5,Lime
5873714+,"s4, s8",#b0b0b0
5873764+,s4,#b0b0b0
5873766+,s5,Lime
5873792+,s8,#b0b0b0
5873798+,Nobody,#b0b0b0
5874054+,s4,#b0b0b0
5874070+,s8(3),#b0b0b0
5874280+,s4,#b0b0b0
5874376+,Nobody,#b0b0b0
5874392+,s4,#b0b0b0
5874414+,"s4, s8",#b0b0b0
5874478+,s8,#b0b0b0
5874522+,s5,Lime
5874524+,s4,#b0b0b0
5874538+,"s4, s8",#b0b0b0
5874684+,"s4, s8",#b0b0b0
5874696+,s8,#b0b0b0
5874712+,s5,Lime
5874714+,s4,#b0b0b0
5874726+,s4,#b0b0b0
5874744+,s8,#b0b0b0
5874774+,"s4, s8",#b0b0b0
5874796+,s5,Lime
5874838+,s4,#b0b0b0
5874956+,s4,#b0b0b0
5874996+,s5,Lime
5875116+,s5,Lime
5875126+,"s4, s5, s8",Lime
5875272+,s5,Lime
5875334+,s5,Lime
5875338+,"s4, s5(2)",Navy
5875394+,s5,Lime
5875572+,"s4, s5",Lime
5875606+,s4,#b0b0b0
5875660+,s5,Lime
5875668+,s4,#b0b0b0
5875674+,s5,Lime
5875784+,s5,Lime
5875832+,s5,Lime
5875884+,s4,#b0b0b0
5875902+,Nobody,#b0b0b0
5875944+,s8,#b0b0b0
5875946+,s4,#b0b0b0
5876000+,s5,Lime
5876104+,s4,#b0b0b0
5876176+,s5,Lime
5876312+,s5,Lime
5876544+,s8,#b0b0b0
5876604+,s4,#b0b0b0
5876620+,"s4, s8",#b0b0b0
5876648+,s8,#b0b0b0
5876670+,s5,Lime
5876686+,s4,#b0b0b0
5876690+,s5,Lime
5876712+,"s4, s8",#b0b0b0
5876934+,s5,Lime
5877014+,"s5, s8",Teal
5877110+,s4,#b0b0b0
5877144+,s5,Lime
5877180+,s4,#b0b0b0
5877230+,s5,Lime
5877350+,s5,Lime
5877366+,s8,#b0b0b0
5877518+,"s4, s5, s8",Lime
5877654+,"s4, s8",#b0b0b0
5877656+,s8,#b0b0b0
5877708+,s8,#b0b0b0
5877772+,"s4, s8",#b0b0b0
5877782+,s8,#b0b0b0
5877830+,s5,Lime
5877896+,"s4, s5, s8",Lime
5877904+,s5,Lime
5877914+,"s4, s5, s8",Teal
5877942+,"s4, s8",#b0b0b0
5877944+,s8,#b0b0b0
5877948+,s5,Lime
5878042+,s5,Lime
5878064+,"s4, s8",#b0b0b0
5878074+,"s4, s8",#b0b0b0
5878084+,s8,#b0b0b0
5878190+,"s4, s5, s8",Lime
5878194+,s5,Lime
