name,strains_print,color
5878236+,"s4, s5",Teal
5878238+,s4,#b0b0b0
5878268+,s8,#b0b0b0
5878360+,"s4, s8",#b0b0b0
5878400+,"s4, s8",#b0b0b0
5878530+,s5,Teal
5878606+,s8,#b0b0b0
5878690+,"s4, s5",Teal
5878734+,s4,#b0b0b0
5878814+,s5,Lime
5878816+,s4(2),#b0b0b0
5878852+,s5(2),Green
5878862423824+,s5,Teal
5878872+,s8,#b0b0b0
5878874+,s8,#b0b0b0
5878886+,"s4, s8",#b0b0b0
5878888+,s5,Lime
5878952+,s5,Lime
5878978+,s8,#b0b0b0
5879004+,s8,#b0b0b0
5879032+,s5,Lime
5879034+,s5,Lime
5879068+,s5,Lime
5879150+,s5,Teal
5879238+,s5,Lime
5879330+,"s4(2), s8",#b0b0b0
5879338+,"s4, s8",#b0b0b0
5879442+,s4(4),#b0b0b0
58794645937436+,"s4(2), s8(5)",#b0b0b0
5879492+,s4,#b0b0b0
5879494+,s8,#b0b0b0
5879592+,s4,#b0b0b0
5879600+,s5,Lime
5879772+,s8,#b0b0b0
5879852+,"s4, s8",#b0b0b0
5879858+,s4,#b0b0b0
5879968+,s5,Lime
5880034+,s5,Lime
5880068+,s4,#b0b0b0
5880074+,s8(2),#b0b0b0
5880082+,s5,Lime
5880372+,s5,Teal
5880378+,"s4, s8",#b0b0b0
5880492+,s5,Lime
5880562+,"s4, s8",#b0b0b0
5880876+,s8(2),#b0b0b0
5880922+,s4,#b0b0b0
5880960+,s5,Teal
5881098+,s4,#b0b0b0
5881146+,s5,Lime
5881178+,s4,#b0b0b0
5881230+,"s4, s5",Teal
5881248+,s5,Teal
5881324+,s5,Lime
5881396+,s8,#b0b0b0
58814525343156+,s5,Teal
5881460+,s5,Lime
5881484+,s8,#b0b0b0
5881836+,Nobody,#b0b0b0
5881908+,"s4, s8",#b0b0b0
5881910+,s5,Lime
5882066+,s5,Teal
5882076+,s4,#b0b0b0
5882100+,s5,Lime
5882138+,s4,#b0b0b0
5882160+,s5,Lime
5882166+,s4,#b0b0b0
5882186+,s8(3),#b0b0b0
5882194+,s5,Lime
5882208+,s5(2),Green
5882256+,s5,Lime
5882264+,s5,Lime
5882304+,s5,Teal
5882316+,s5,Lime
5882356+,"s4, s8",#b0b0b0
5882358+,s5,Lime
5882370+,s8,#b0b0b0
5882398+,s4,#b0b0b0
5882410+,s8,#b0b0b0
5882428+,s5,Teal
5882478+,s5,Lime
58825405938004+,s5,Teal
5882614+,"s4, s8",#b0b0b0
5882644+,s5,Lime
5882714+,s5,Lime
5882810+,s4(2),#b0b0b0
5882826+,s5,Lime
5882854+,s5,Lime
5882864+,"s4, s8",#b0b0b0
5882920+,s4,#b0b0b0
5882970+,"s4, s8",#b0b0b0
5883088+,s5,Lime
5883108+,s5,Lime
5883132+,"s4(2), s8(2)",#b0b0b0
5883184+,s4,#b0b0b0
5883264+,s5,Lime
5883272+,s4,#b0b0b0
5883290+,s4,#b0b0b0
5883300+,s8,#b0b0b0
5883302+,s5,Lime
5883320+,s8,#b0b0b0
5883334+,"s4, s5, s8",Teal
5883362+,s5,Lime
5883386+,s5,Lime
5883416+,Nobody,#b0b0b0
5883430+,"s4, s8",#b0b0b0
5883470+,"s4, s8",#b0b0b0
5883502+,s8,#b0b0b0
5883510+,s8,#b0b0b0
5883586+,s5(2),Green
5883602+,s8,#b0b0b0
5883686+,s5,Lime
5883736+,s5,Teal
5883762+,s8,#b0b0b0
5883796+,s5,Lime
5883842173532+,s5,Teal
5883846+,s5,Teal
5883856+,s8(3),#b0b0b0
5883968+,s5,Lime
5883996+,s4,#b0b0b0
5884018+,s4,#b0b0b0
5884032+,s8,#b0b0b0
5884040+,"s4, s8",#b0b0b0
5884156+,s4(3),#b0b0b0
5884216+,s5,Lime
5884244+,s4(2),#b0b0b0
5884248+,s4,#b0b0b0
5884250+,s4,#b0b0b0
5884304+,s8,#b0b0b0
5884338+,"s4, s5, s8",Teal
5884462+,s5,Lime
5884466+,s5,Lime
5884468+,s4,#b0b0b0
5884496+,s5,Lime
5884538+,s8,#b0b0b0
5884572+,s4,#b0b0b0
5884586+,s8,Yellow
5884588+,s8,Yellow
5884604+,s5,Lime
5884654+,s5,Teal
5884726+,s8,#b0b0b0
5884728+,s4,#b0b0b0
5884746+,s8,#b0b0b0
5884816+,s4(2),#b0b0b0
5884826+,s5,Lime
5884968+,s4,#b0b0b0
5884976+,s4,#b0b0b0
5885068+,s8,#b0b0b0
5885136+,s5,Teal
5885224+,s8,#b0b0b0
5885270+,s5,Lime
5885282+,s4,#b0b0b0
5885300+,s8,#b0b0b0
5885332+,s5,Lime
5885338+,s4,#b0b0b0
5885438+,Nobody,#b0b0b0
5885474+,"s4, s8",#b0b0b0
5885524+,s8,#b0b0b0
5885612+,s4,#b0b0b0
5885618+,s8,#b0b0b0
5885632+,"s4, s5",Teal
5885638+,s5,Teal
5885650+,"s4, s8",#b0b0b0
5885686+,s5,Lime
5885696+,s5,Lime
5885704+,"s4, s5, s8",Teal
5885732+,s5,Lime
5885734+,s8,#b0b0b0
5885786+,s4,#b0b0b0
5885796+,s5,Lime
5885908+,"s4, s8",#b0b0b0
5885926+,s4,#b0b0b0
5885942+,s5,Lime
5886064+,s8,#b0b0b0
5886070+,s8,#b0b0b0
5886080+,"s4, s5, s8",Lime
5886084+,s8,#b0b0b0
5886250+,s5,Lime
5886332+,s5,Lime
5886414+,s8(2),#b0b0b0
5886446+,s5,Lime
5886540+,s5,Lime
5886610+,s5,Lime
5886622+,s4,#b0b0b0
5886680+,s4,#b0b0b0
5886810+,s5,Lime
5886884+,s4,#b0b0b0
5887026+,s5,Teal
5887040+,s5,Lime
5887142+,s4,#b0b0b0
5887164+,"s4, s8",#b0b0b0
5887166+,s8,#b0b0b0
5887174+,s8,#b0b0b0
5887182+,s4,#b0b0b0
5887254+,"s4, s8",#b0b0b0
5887274+,s5,Lime
5887304+,s8,#b0b0b0
5887306+,s5,Teal
5887348+,s4,#b0b0b0
5887410+,s4,#b0b0b0
5887474+,s5,Lime
5887532+,s8,#b0b0b0
5887624+,"s4, s5",Teal
5887630+,s5,Lime
5887648+,s8,#b0b0b0
5887674+,s8,#b0b0b0
5887696+,s5,Lime
58878405526730+,s5,Teal
5887902+,s5,Teal
5887942+,"s4, s8",#b0b0b0
5887952+,s4,#b0b0b0
5888068+,Nobody,#b0b0b0
5888130+,s8,#b0b0b0
5888268+,s4,#b0b0b0
5888290+,s5,Teal
5888308+,s5(7),Navy
5888328+,"s4, s8",#b0b0b0
5888434+,"s5(7), s8",Navy
5888474+,s5,Lime
5888486+,s5,Lime
5888562+,s5,Lime
5888600+,"s4, s8",#b0b0b0
5888638+,s5,Lime
5888660+,s5(2),Green
5888790+,"s4, s8",#b0b0b0
5888792+,s4,#b0b0b0
5888804+,s5,Lime
5888910+,s8,#b0b0b0
5888922+,s5,Lime
5888960+,s5,Teal
5888992+,s5(2),Green
5889006+,s5,Lime
5889078+,s5,Lime
5889118+,"s4, s8",#b0b0b0
5889180+,s4,#b0b0b0
5889186+,s5,Teal
5889228+,"s4, s8",#b0b0b0
5889242+,s4,#b0b0b0
5889254+,s8(2),#b0b0b0
5889258+,"s4, s8",#b0b0b0
5889324+,s4,#b0b0b0
5889386+,"s4, s8",#b0b0b0
5889392+,"s4, s8",#b0b0b0
5889488+,s5,Lime
5889508+,"s4, s8",#b0b0b0
5889520+,Nobody,#b0b0b0
5889556+,"s4, s5, s8",Teal
5889592+,s8,#b0b0b0
5889720+,"s4, s8",#b0b0b0
5889748+,s5,Teal
5889756+,s5,Lime
5889782+,s4,#b0b0b0
5889786+,"s4, s8",#b0b0b0
5889792+,s8(2),#b0b0b0
5889828+,s5,Lime
5889830+,s8,#b0b0b0
5889886+,s5,Teal
5889894+,s5,Lime
5889982+,s5,Lime
5890002+,s5,Lime
5890020+,s5,Lime
5890028+,s5,Teal
5890064+,"s4, s8",#b0b0b0
5890074+,s5,Lime
5890116+,s4(3),#b0b0b0
5890124+,s5,Teal
5890130+,s5,Lime
5890142+,s5,Lime
5890150+,"s4, s8",#b0b0b0
5890156+,"s4, s5, s8",Teal
5890222+,s5,Lime
5890226+,"s4, s8",#b0b0b0
5890264+,s8,#b0b0b0
5890324+,s5,Teal
5890348+,s5,Teal
5890430+,s5,Lime
5890446+,"s5, s8",Teal
5890484+,s4,#b0b0b0
5890488+,s5,Lime
5890512+,"s4, s8",#b0b0b0
5890524+,s5,Lime
5890658+,s5,Lime
5890686+,s8,#b0b0b0
5890696+,s4,#b0b0b0
5890756+,s4,#b0b0b0
5890778+,s5,Lime
5890850+,s4,#b0b0b0
5890906+,"s4, s8",#b0b0b0
5890912+,s5,Lime
5890924+,s5,Lime
5890954+,s5,Lime
5891014+,"s4, s5, s8",Lime
5891076+,"s4, s8",#b0b0b0
5891152+,"s5(3), s8(3)",Navy
5891200+,"s4(2), s5",Navy
5891214+,Nobody,#b0b0b0
5891232+,s4,#b0b0b0
58912545806108+,"s4, s8",#b0b0b0
5891270+,s8(2),#b0b0b0
5891326+,s4,#b0b0b0
5891356+,"s4, s5",Teal
5891406+,s8,#b0b0b0
5891412+,s5,Lime
5891482+,s8,#b0b0b0
5891496+,s8,#b0b0b0
5891538+,s8,#b0b0b0
5891554+,s5,Teal
5891558+,s8,#b0b0b0
5891560+,"s4, s8",#b0b0b0
5891598+,s5,Lime
5891780+,"s4, s8",#b0b0b0
5891796+,s5,Lime
5891806+,s8,#b0b0b0
5891852+,s8(2),#b0b0b0
5891862+,s5,Lime
5891878+,s5,Teal
5891906+,s4,#b0b0b0
5891938+,s5,Lime
5891948+,s5,Lime
5891998+,s5,Lime
5892010+,s8,#b0b0b0
58920305882520+,s5,Lime
5892074+,s5(2),Navy
5892076+,s5,Lime
5892078+,"s4(2), s8",#b0b0b0
5892130+,s4,#b0b0b0
5892132+,s4,#b0b0b0
5892208+,s8,#b0b0b0
5892280+,s5,Lime
5892300+,s5,Lime
5892306+,s5,Teal
5892348+,s5(3),Navy
5892432+,"s4, s8",#b0b0b0
5892484+,s5,Teal
5892494+,s8,#b0b0b0
5892570+,s4,#b0b0b0
5892646+,s8,#b0b0b0
5892708+,s4,#b0b0b0
5892712+,s5,Lime
5892734+,s8(12),#b0b0b0
5892782+,"s4, s8",#b0b0b0
5892822+,"s4(2), s8(2)",#b0b0b0
5892902+,s4,#b0b0b0
5892906+,s4(5),#b0b0b0
5892914+,s5,Lime
5892966+,s5,Teal
5893020+,s4,#b0b0b0
5893030+,"s4, s8",#b0b0b0
5893040+,s5,Lime
5893056+,s5,Lime
5893062+,"s4, s8",#b0b0b0
5893106+,s5,Lime
5893146+,s8,#b0b0b0
5893178+,s5,Lime
5893188+,"s5, s8",Teal
5893198+,"s4, s8",#b0b0b0
5893220+,s8,#b0b0b0
5893240+,s5,Lime
5893256+,s5,Lime
5893262+,s8,#b0b0b0
5893284+,s4,#b0b0b0
5893354+,s5,Teal
5893384+,s5,Lime
5893410+,s5,Lime
5893424+,s5,Lime
5893494+,s4,#b0b0b0
5893532+,s4(3),#b0b0b0
5893598+,"s4(5), s8",#b0b0b0
5893614+,s5,Lime
5893634+,"s4, s8",#b0b0b0
5893674+,s5,Lime
5893680+,"s4, s8",#b0b0b0
5893700+,s4,#b0b0b0
5893706+,s8,#b0b0b0
5893740+,"s4, s8",#b0b0b0
5893768+,"s4, s8",#b0b0b0
5893782+,"s5, s8",Teal
5893812+,"s4, s8",#b0b0b0
5893834+,s4(5),#b0b0b0
5893846+,s5,Lime
5893866+,s5,Teal
5893942+,s5,Teal
5894244+,"s4(5), s5",Navy
5894250+,s4(5),#b0b0b0
5894272+,"s4, s5, s8",Teal
5894292+,"s4, s8",#b0b0b0
58947065894694+,s5,Teal
5894752+,s5,Lime
5895182+,s8(7),#b0b0b0
5895310+,s5,Lime
5895332+,s5,Lime
5895372+,s8(2),#b0b0b0
5895378+,"s4(3), s8(3)",#b0b0b0
5895530+,s5,Lime
5895660+,s5,Lime
5895848+,"s5, s8",Teal
5896066+,"s4, s5, s8",Teal
5896068+,s5,Teal
5896170+,"s4, s8",#b0b0b0
5896662+,"s4, s8(3)",#b0b0b0
5896670+,"s4, s8",#b0b0b0
5896676+,s4,#b0b0b0
5896932+,"s4, s5",Teal
5896936+,s5,Lime
5896938+,s5,Lime
5897068+,s5,Lime
5897112+,s5,Lime
5897192+,s4(5),#b0b0b0
5897236+,"s4, s8",#b0b0b0
5897256+,s4,#b0b0b0
5897530+,s5,Lime
5897590+,s5(4),Navy
5897662+,"s4, s8",#b0b0b0
5897664+,"s4, s5, s8",Teal
5897838+,s4,#b0b0b0
58978545897860+,"s4, s8",#b0b0b0
5898132348496+,"s4, s5(3)",Navy
5898140+,"s4, s5(3), s8(3)",Navy
5898168+,Nobody,#b0b0b0
5898174+,Nobody,#b0b0b0
5898228+,s5,Lime
5898264+,"s4, s8",#b0b0b0
5898278+,"s5, s8",Teal
5898408+,s5,Lime
5898410+,"s4, s5, s8",Teal
5898450+,s8,#b0b0b0
5898452+,s8(13),#b0b0b0
5898922+,"s4(2), s8(2)",#b0b0b0
5898944+,"s4, s5, s8",Teal
5898948+,s5,Lime
5898950+,s5,Teal
5899058+,"s4(3), s5, s8(5)",Navy
5899150+,s5,Lime
5899202+,s5,Lime
5899646+,"s4, s8",#b0b0b0
5899666+,"s4(7), s8(7)",#b0b0b0
5899684+,"s4(2), s8",#b0b0b0
5899688+,s4,#b0b0b0
5899866+,s5,Lime
5900554+,"s4, s5",Teal
59005605547290+,"s4, s8",#b0b0b0
5900710+,s8(12),#b0b0b0
5900764+,"s4(3), s8(5)",#b0b0b0
5900766+,"s4(3), s8(4)",#b0b0b0
5900794+,"s4, s8",#b0b0b0
5900842+,s5,Lime
5901028+,Nobody,#b0b0b0
5901084+,s5(2),Navy
5901086+,s5(4),Navy
5901102+,"s4(2), s5, s8(3)",Navy
5901110+,"s4(2), s5, s8(5)",Navy
5901118+,"s4(3), s5, s8(5)",Navy
59011245932428+,"s4, s5",Teal
5901190+,"s4(7), s5(7), s8(7)",Navy
5901954+,"s4(7), s8(2)",#b0b0b0
5902052+,"s4(2), s8(2)",#b0b0b0
5902056+,"s4, s8",#b0b0b0
5902058+,"s4, s8",#b0b0b0
5902202+,s5,Lime
5902324+,"s4(7), s5(7), s8(8)",Navy
5902378+,"s4, s8",#b0b0b0
5902752+,s4(2),#b0b0b0
5903254+,"s4, s8",#b0b0b0
5903276+,"s4, s8",#b0b0b0
5903546+,"s4, s8",#b0b0b0
5903578+,"s4, s5, s8",Teal
5903596+,"s4, s8",#b0b0b0
5903728+,"s4(2), s5",Green
5903730+,"s4, s8",#b0b0b0
5903754+,"s4, s8",#b0b0b0
5903820+,"s4, s8",#b0b0b0
5903902+,"s4, s8",#b0b0b0
5903988+,"s4, s8",#b0b0b0
5903994+,"s4, s8",#b0b0b0
5904000+,"s4, s8",#b0b0b0
5904064+,"s4, s8",#b0b0b0
5904076+,"s4, s8",#b0b0b0
5904108+,"s4, s8",#b0b0b0
5904186+,"s4, s8",#b0b0b0
5904348+,"s4, s8",#b0b0b0
5904492+,"s4, s5, s8",Teal
5904498+,"s4, s8",#b0b0b0
5904678+,"s4, s8",#b0b0b0
5904856+,s4(2),#b0b0b0
5904942+,"s4, s8",#b0b0b0
5905052+,s4,#b0b0b0
5905102+,"s4, s8",#b0b0b0
5905104+,"s4, s5, s8",Lime
5905266+,"s4, s8",#b0b0b0
5905302+,"s4, s8",#b0b0b0
5905318+,"s4(2), s8(2)",#b0b0b0
5905322+,"s4, s8(2)",#b0b0b0
5905324+,"s4, s8",#b0b0b0
5905362+,"s4, s8",#b0b0b0
5905410+,"s4, s8",#b0b0b0
5905412+,"s4, s8",#b0b0b0
5905434+,"s4, s8(5)",#b0b0b0
5905438+,"s4, s8(2)",#b0b0b0
5905478+,"s4, s5",Lime
5905490+,"s4, s8",#b0b0b0
5905498+,"s4(5), s5, s8(4)",Green
5905536+,"s4, s8",#b0b0b0
5905580+,"s4, s5, s8",Teal
5905582+,"s4, s8",#b0b0b0
5905946+,"s4, s5",Lime
5905992+,"s4, s8",#b0b0b0
5906088+,"s4, s5, s8",Lime
5906206+,"s4, s8",#b0b0b0
5906220+,"s4, s5, s8",Lime
5906312+,"s4, s8",#b0b0b0
5906332+,"s4, s8",#b0b0b0
5906414+,"s4, s5, s8",Lime
5906496+,s4(2),#b0b0b0
5906584+,"s4(2), s8(2)",#b0b0b0
5906592+,"s4, s8(2)",#b0b0b0
5906612+,"s4, s8",#b0b0b0
5906634+,"s4(7), s8(7)",#b0b0b0
5906718+,"s4, s8",#b0b0b0
5906856+,"s4, s8",#b0b0b0
5906872+,"s4(2), s5(5)",Navy
5906880+,"s4(2), s5(5), s8",Navy
5906892+,s4(2),#b0b0b0
5906900+,"s4, s8",#b0b0b0
5906906+,"s4, s5, s8",Lime
5906926+,"s4, s8",#b0b0b0
5907000+,"s4(4), s5(2), s8(4)",Navy
5907006+,s8(4),#b0b0b0
5907080+,"s4, s8",#b0b0b0
5907104+,"s4, s8",#b0b0b0
5907152+,"s4, s8",#b0b0b0
5907164+,"s4, s8",#b0b0b0
59072265907222+,"s4, s8",#b0b0b0
5907386+,"s4, s5, s8(3)",Navy
5907388+,"s4, s5, s8(2)",Navy
5907518+,"s4, s8",#b0b0b0
5907538+,"s4, s5, s8",Lime
5907562+,"s4(7), s8(3)",#b0b0b0
5907670+,"s4, s8",#b0b0b0
5907676+,"s4, s8",#b0b0b0
5907704+,"s4, s5, s8",Teal
5907708+,"s4, s8",#b0b0b0
5907734+,"s4, s8",#b0b0b0
5907768+,"s4, s8",#b0b0b0
5907894+,"s4, s8",#b0b0b0
5907928+,"s4, s8",#b0b0b0
5907940+,"s4, s5",Lime
5907946+,"s4, s8",#b0b0b0
5907952+,"s4, s8",#b0b0b0
5907984+,"s4, s8",#b0b0b0
5908022+,"s4, s8(2)",#b0b0b0
5908198+,"s4, s8",#b0b0b0
5908218+,"s4, s8",#b0b0b0
5908230+,"s4, s5, s8",Lime
5908232+,"s4, s8",#b0b0b0
5908264+,"s4, s8",#b0b0b0
5908306+,"s4, s8",#b0b0b0
5908458+,"s4, s8",#b0b0b0
5908464+,"s4, s8",#b0b0b0
5908524+,"s4, s5, s8",Teal
5908634+,"s4, s5",Teal
5908648+,"s4, s8",#b0b0b0
5908908+,"s4, s8",#b0b0b0
5909036414922+,"s4, s8",#b0b0b0
5909050+,"s4, s8",#b0b0b0
5909094+,"s4, s5, s8",Lime
5909106+,"s4, s5, s8",Lime
5909138+,s4(2),#b0b0b0
5909174+,"s4, s8",#b0b0b0
5909332+,"s4, s8",#b0b0b0
5909582+,"s4, s5",Teal
5909594+,"s4, s5, s8",Teal
5909696+,"s4(5), s8(2)",#b0b0b0
5909704+,"s4(6), s8(2)",#b0b0b0
5909712+,"s4(6), s8(3)",#b0b0b0
5909716+,"s4(2), s8(2)",#b0b0b0
5909772+,"s4, s8",#b0b0b0
5909846+,"s4, s8",#b0b0b0
5909864+,"s4, s5, s8",Teal
5909866+,"s4, s8",#b0b0b0
5909986+,"s4, s8",#b0b0b0
5910060+,"s4(2), s5",Green
5910090+,"s4, s8",#b0b0b0
5910102+,"s4, s8",#b0b0b0
5910180+,"s4, s8",#b0b0b0
5910208+,"s4, s8",#b0b0b0
5910220+,"s4, s5",Lime
5910222+,"s4, s5, s8",Teal
5910284+,"s4, s5, s8",Lime
5910440+,"s4, s5, s8",Lime
5910442+,"s4, s8",#b0b0b0
5910540+,"s4, s5",Lime
5910546+,"s4, s8",#b0b0b0
5910650+,"s4, s8",#b0b0b0
5910784+,"s4(2), s8",#b0b0b0
5910790+,"s4, s5, s8",Lime
5910928+,"s4, s8",#b0b0b0
591096+,"s5, s8",Teal
5911082+,"s4, s8(2)",#b0b0b0
5911230+,"s4, s8",#b0b0b0
5911280+,"s4, s8",#b0b0b0
5911320+,"s4, s8",#b0b0b0
5911354+,"s4, s8",#b0b0b0
5911658+,"s4, s8",#b0b0b0
5911662+,s8,#b0b0b0
5911704+,"s4(2), s5(2), s8(2)",Navy
5911824+,"s4, s5, s8",Lime
5911840+,"s4(5), s8(3)",#b0b0b0
5911880+,"s5, s8",Teal
5911996+,"s4, s5",Teal
5912072+,"s5, s8",Lime
5912090+,"s4, s8",#b0b0b0
5912212+,"s4, s8",#b0b0b0
5912332+,"s4, s8",#b0b0b0
5912462+,"s4, s8",#b0b0b0
5912468+,"s4, s8",#b0b0b0
5912568+,"s4, s5, s8",Lime
5912588+,"s4, s8",#b0b0b0
5912600+,"s4, s8",#b0b0b0
5912654+,"s4, s8",#b0b0b0
5912810+,"s4, s8",#b0b0b0
5912830+,"s4, s8",#b0b0b0
5912846+,"s4(2), s8(3)",#b0b0b0
5912850+,"s4(2), s8(2)",#b0b0b0
5912852+,"s4(2), s8",#b0b0b0
5913006+,"s4, s8",#b0b0b0
5913028+,s4,#b0b0b0
5913032+,"s4, s5",Teal
5913034+,s4,#b0b0b0
5913040+,"s4, s5, s8",Lime
5913198+,"s4, s8",#b0b0b0
5913394+,"s4, s5, s8",Teal
5913406+,"s4, s5, s8",Lime
5913426+,"s4, s5, s8",Lime
5913444+,"s4, s8",#b0b0b0
5913446+,"s4(2), s8",#b0b0b0
5913488+,"s4, s5, s8",Teal
5913492+,"s4, s8",#b0b0b0
5913560+,"s4, s8",#b0b0b0
5913706+,"s4, s8",#b0b0b0
5913724+,"s4, s8",#b0b0b0
5913938+,"s4, s8",#b0b0b0
5914030+,"s4, s5, s8",Lime
5914032+,"s4, s8",#b0b0b0
5914044+,"s4, s8",#b0b0b0
5914060+,"s4, s8",#b0b0b0
5914072+,"s4, s5, s8",Teal
5914334+,"s4, s8",#b0b0b0
5914340+,"s4, s5, s8",Lime
5914352+,"s4, s8",#b0b0b0
59144045924558+,"s4, s8",#b0b0b0
5914448+,"s4, s8",#b0b0b0
5914474+,"s4, s8",#b0b0b0
5914542+,"s4, s8",#b0b0b0
5914554+,"s4, s5, s8",Lime
5914670+,"s4, s5, s8",Lime
5914682+,"s5, s8",Lime
5914906+,"s4, s5, s8",Lime
5914928+,"s4, s8(4)",#b0b0b0
5914948+,"s4, s8(5)",#b0b0b0
5914968+,s4(8),#b0b0b0
5914998+,"s4, s8",#b0b0b0
5915040+,"s4(2), s5, s8",Navy
5915044+,"s4(2), s8",#b0b0b0
5915046+,"s4, s8",#b0b0b0
5915298+,s5,Lime
5915416+,"s5, s8",Teal
5915506+,"s4, s5, s8",Lime
5915602+,"s4, s5, s8",Teal
5915672+,"s4, s5, s8",Lime
5915796+,"s4, s5, s8",Lime
5915802+,"s4(2), s5(2), s8(2)",Green
5915816+,"s4, s8",#b0b0b0
5915966+,s5(2),Green
5915972+,s4(2),#b0b0b0
5915992+,"s4, s8(2)",#b0b0b0
5916064+,"s4, s5, s8",Lime
5916152+,"s4, s5",Teal
5916178+,"s4, s5, s8",Lime
5916414+,"s5, s8",Teal
5916484+,"s4, s5, s8",Lime
5916696+,"s4(4), s5(7), s8(3)",Navy
5916704+,"s4(4), s5(4), s8(3)",Navy
5916712+,"s4(4), s5(3), s8(3)",Navy
5916720+,"s4, s5(3), s8(2)",Navy
5916740+,"s4(3), s8",#b0b0b0
5916768+,"s4, s5",Teal
5916786+,"s4, s5",Teal
5916828+,"s4, s8",#b0b0b0
5916840+,"s4, s8(2)",#b0b0b0
5916920+,"s4, s8(5)",#b0b0b0
5916968+,"s5, s8",Teal
5917080+,"s4, s8",#b0b0b0
5917108+,"s4, s8",#b0b0b0
5917170+,"s4, s5, s8",Lime
5917282+,"s4(3), s8(2)",#b0b0b0
5917290+,"s4(3), s8(3)",#b0b0b0
5917294+,"s4, s8",#b0b0b0
5917296+,"s4(3), s8",#b0b0b0
5917314+,"s4, s8",#b0b0b0
5917332+,"s4, s8",#b0b0b0
5917340+,"s4, s5, s8",Lime
5917666+,"s4, s8",#b0b0b0
5917678+,"s4, s5, s8",Lime
5917808+,"s4, s8",#b0b0b0
5917814+,"s4, s5, s8",Lime
5917874+,"s4, s8",#b0b0b0
5917896+,"s4, s5, s8",Lime
5917956+,"s4, s8",#b0b0b0
5918024611578+,"s4, s8",#b0b0b0
5918126+,"s4, s8",#b0b0b0
5918222+,"s4, s8",#b0b0b0
5918258+,"s4, s5",Lime
5918418+,"s4, s5, s8",Lime
5918498+,"s4, s8",#b0b0b0
5918572+,"s4, s8",#b0b0b0
5918584+,"s4, s8",#b0b0b0
5918856+,"s4, s5, s8",Teal
5918864+,"s4, s5, s8",Lime
5919236+,"s4, s5, s8",Lime
5919238+,"s4, s8",#b0b0b0
5919326+,"s4, s5, s8",Lime
5919630+,"s4, s5",Lime
5919814+,"s4, s5, s8",Lime
5919840+,"s4, s5, s8",Teal
5919856+,"s5, s8",Teal
5919880+,"s4(2), s5(2), s8",Navy
5919886+,"s4(4), s5(3), s8",Navy
5920092+,"s4, s5, s8",Teal
5920110+,"s4, s5, s8",Lime
5920406+,"s4, s5, s8",Teal
5920410+,"s4, s8",#b0b0b0
5920412+,"s4, s8",#b0b0b0
5920514+,"s4, s5, s8",Lime
5920608+,"s4, s5",Teal
5920640+,"s5, s8",Lime
5920692+,s5,Lime
5920700+,"s4, s5, s8",Lime
5920750+,s5,Lime
5920848+,"s4, s5, s8",Lime
5920894+,"s4, s5, s8",Lime
5920930+,"s4, s5, s8",Lime
5920976+,s5(5),Navy
5920978+,s5(4),Green
5921036+,"s4, s5, s8",Lime
5921304+,"s4, s5, s8",Teal
5921390+,"s4, s8",#b0b0b0
5921442+,"s4, s8",#b0b0b0
5921464+,"s4, s8",#b0b0b0
5921626+,"s4, s8",#b0b0b0
5921646+,"s4, s5, s8",Lime
5921672+,"s4, s5, s8",Teal
5921794+,"s4, s8",#b0b0b0
5921820+,"s4, s8",#b0b0b0
5921918+,"s4(8), s8(3)",#b0b0b0
5921938+,s4(3),#b0b0b0
5922096+,"s4, s5, s8",Teal
5922316+,"s4, s8",#b0b0b0
5922408+,"s4, s5, s8",Lime
5922434+,"s4, s5, s8",Lime
5922500+,"s4, s8",#b0b0b0
5922520+,"s4, s8",#b0b0b0
5922750+,"s4, s5, s8",Lime
5922772+,"s4, s8",#b0b0b0
5922806+,"s4, s8",#b0b0b0
5922826+,"s4, s5",Teal
5922962+,"s4, s5, s8",Teal
5922966+,"s4, s8",#b0b0b0
5922968+,"s4, s8",#b0b0b0
5923030+,"s4, s5(7), s8(3)",Navy
5923094+,"s4, s8",#b0b0b0
5923198+,s5(2),Navy
5923292+,"s4, s5, s8",Teal
5923296+,"s5, s8",Lime
5923298+,"s5, s8",Lime
5923412+,"s4(2), s8(5)",#b0b0b0
5923420+,"s4(3), s8(5)",#b0b0b0
5923428+,s4(2),#b0b0b0
5923432+,"s4(2), s8",#b0b0b0
5923440+,"s4, s5, s8",Lime
5923538+,"s4, s8",#b0b0b0
5923856+,"s4, s8",#b0b0b0
5923926+,"s5, s8",Teal
5923932+,"s4, s5, s8",Lime
5924010+,"s4, s8",#b0b0b0
5924022+,"s4, s5, s8",Lime
5924234+,"s4, s5, s8",Lime
5924340+,s5,Lime
5924366+,"s4, s5, s8",Lime
5924438+,"s4, s5, s8",Lime
5924560+,"s4, s5, s8",Lime
5924572+,"s4, s5, s8",Lime
5924614+,"s4, s5, s8",Teal
5924616+,"s4, s8",#b0b0b0
5924622+,"s4, s5, s8",Lime
5924634+,"s4, s8",#b0b0b0
5924636+,"s4, s5, s8",Teal
5924836+,"s4, s5, s8",Lime
5924842+,"s4, s5, s8(2)",Green
5924898+,"s4, s5, s8",Teal
5924924+,"s4, s5, s8",Lime
5925016+,"s4, s8",#b0b0b0
5925032+,"s4, s5",Teal
5925100+,"s4, s5, s8",Lime
