0,0.143,0.116,0.949,0.809,0.756,0.898,0.502,0.114,0.6,0.68,0.958
1,0.023,0.05,0.007,0.031,0.036,0.046,0.097,0.032,0.064,0.082,0.018
2,0.519,0.607,0.027,0.116,0.073,0.036,0.343,0.618,0.283,0.173,0.018
3,0.315,0.227,0.018,0.043,0.135,0.021,0.058,0.235,0.052,0.064,0.006
