148307137	
148659744	
147930703	
192108687	s3_2		s4_26
147826293	
1683518	
910932	
1466090	
1672714	
150255866	
192309326	
149607726	
147216444	
144360042	
147702119	
148876922	
149488008	
149025623	
151179421	
148992418	
192448137	
180617899	
148957732	
137821476	
148896242	
149408762	
2790100	
45938084	
149298983	
149353756	
145619122	
143619127	
147708783	
149229981	
180441929	
149130731	
1559058	
2671864	
147751049	
148769444	
2263222	
146924568	
148367649	
149054445	
192425182	
192247826	
141124698	
149055557	
1592318	
149029089	
1054888	
149347986	
1338424	
149206779	
144104661	
170714933	
148628408	
977794	
494116	
148997426	
192446567	
1105632	
148663974	
246050	
148606008	
151165429	
180335029	
2293116	
147705491	
139126387	
2725620	
2398138	
147156352	
2730664	
147936835	
147700499	
149404062	
1401196	
149539384	
308654	
1915034	
2836256	
148844638	s1_6		s3_2
148320129	
145001154	
149390026	
2460504	
148158817	
147015154	
2516984	
192448991	
1294256	
148492675	
1388290	
143425943	
147880825	
180545433	s1_11
149452226	
149265621	
159318903	
148416675	
2703176	
149341437	
192102107	
149106041	
2792368	
148796358	
148631598	
137870282	
147785509	
147738133	
147984479	
137931710	
463382	
147705827	
142220117	
148889956	
149354414	
146536500	
150040484	
1262256	
149356902	
148479847	
149243161	
148361545	
147771787	
148202289	
147700025	
1458256	
2439398	
2270082	
149643442	
147738405	
146556886	
148377449	
192068509	s1_21		s1_23		s3_1		s4_71
1091018	
1999100	
149076735	
149865336	
628096	
45938100	
145795722	
2287396	
231770	
139992949	
24526	
178912025	s4_28
148897364	
145465436	
180520669	
149482830	
138895807	
2035096	
1627916	
143233165	
157416353	
149297455	
179907369	
192410119	
2282988	
2862294	
149390004	
147744575	
148626766	
148677082	
2736520	
180365197	s1_5		s1_5		s1_5
148857002	
149012817	
149251877	
149275217	
2220288	
147709909	
324196	
143063229	
156761373	
148764226	
1283986	
147496471	
180621643	
147734277	
148990954	
149153785	
150836806	
151190425	
2047246	
146687184	
983536	
2385598	
148126495	
147702671	
149256367	
138977173	
315288	
149703276	
1051754	
148533123	
148889310	
317692	
148626806	
149448334	
149143917	
148856204	
148672252	
606486	
149295713	
148045833	
180503793	
192445429	
145711096	
533486	
137820914	
173437945	
149212365	
149214975	
149364714	
935206	
144661534	
143240579	
147922383	
148840348	
151171395	
151138129	s3_2		s4_28
1655346	
148688588	
