name,strains_print,color
5195458,s7(2),#b0b0b0
5195536,nobody,#b0b0b0
5195758,s7,#b0b0b0
5195910,s9,#b0b0b0
5196536,"s7, s9, s5(2)",Green
5196574,s5,Lime
5196620,s9,#b0b0b0
5196784,s9,#b0b0b0
5196822,s5,Lime
5196864,s9,#b0b0b0
5197068,s9,#b0b0b0
5197262,s7,#b0b0b0
5197642,s9,#b0b0b0
5197644,s5(2),Green
5197844,s5,Lime
5198116,s7,#b0b0b0
5198276,s7,#b0b0b0
5198536,nobody,#b0b0b0
5198560,s7,#b0b0b0
5198630,s9,#b0b0b0
5198738,s9,#b0b0b0
5198916,s9,#b0b0b0
5198932,s5,Lime
5198952,s9,#b0b0b0
5199046,s9,#b0b0b0
5199428,s7,#b0b0b0
5199598,s9,#b0b0b0
5199614,s9(2),#b0b0b0
5199676,s9(2),#b0b0b0
5199848,s7,#b0b0b0
5200412,s9,#b0b0b0
5200474,s7,#b0b0b0
5200476,s9,#b0b0b0
5200560,s9,#b0b0b0
5200634,s9,#b0b0b0
5200684,"s7, s5",Lime
5200752,s9,#b0b0b0
5200822,s7,#b0b0b0
5200888,s7,#b0b0b0
5200940,s9,#b0b0b0
5201018,s5,Lime
5201150,s7,#b0b0b0
5201166,s7,#b0b0b0
5201344,s5,Lime
5201520,s9,#b0b0b0
5201594,s5,Lime
5201772,"s9, s5",Lime
5202098,s7,#b0b0b0
5202144,s7,#b0b0b0
5202160,s7,#b0b0b0
5202180,"s7, s9",#b0b0b0
5202234,s5,Lime
5202242,s9,#b0b0b0
5202338,"s7, s5",Lime
5202478,s9,#b0b0b0
5202716,s5,Lime
5203046,s7,#b0b0b0
5203260,s9,#b0b0b0
5203282,"s7, s9",#b0b0b0
5203358,s9,#b0b0b0
5203362,"s7, s9",#b0b0b0
5203508,s9,#b0b0b0
5203588,s9,#b0b0b0
5203682,s7,#b0b0b0
5203760,s5,Lime
5203788,s9,#b0b0b0
5204078,s9,#b0b0b0
5204570,s5,Lime
5204924,s7,#b0b0b0
5204982,s7,#b0b0b0
5205140,nobody,#b0b0b0
5205202,s5,Lime
5205248,"s9, s5",Teal
5205372,s7,#b0b0b0
5205574,s5,Lime
5205580,s7,#b0b0b0
5205616,s5,Lime
5205662,s5,Lime
5205748,s9,#b0b0b0
5206046,s9,#b0b0b0
5206048,s9,#b0b0b0
5206088,s9,#b0b0b0
5206610,"s9, s5",Lime
5206618,s7,#b0b0b0
5206638,s5,Lime
5206672,s9,#b0b0b0
5206690,s7(3),#b0b0b0
5206772,s7,#b0b0b0
5206936,s9,#b0b0b0
5207010,s9,#b0b0b0
5207058,s5,Lime
5207478,s9,#b0b0b0
5207884,s5,Lime
5208046,s7,#b0b0b0
5208170,s7,#b0b0b0
5208198,s9,#b0b0b0
5208294,s9,#b0b0b0
5208402,"s7, s9",#b0b0b0
5208408,s7,#b0b0b0
5208658,s9,#b0b0b0
5208662,s9,#b0b0b0
5208698,s5,Lime
5208764,s7,#b0b0b0
5208802,s7,#b0b0b0
5208868,s9,#b0b0b0
5208946,s9,#b0b0b0
5208962,s7,#b0b0b0
5209072,s9,#b0b0b0
5209202,s7,#b0b0b0
5209336,s5,Lime
5209456,s9,#b0b0b0
5209544,s9,#b0b0b0
5209664,s9,#b0b0b0
5209698,s9,#b0b0b0
5210070,s9,#b0b0b0
5210174,s9(2),#b0b0b0
5210374,s9,#b0b0b0
5210400,s9,#b0b0b0
5210562,s9,#b0b0b0
5210786,"s7, s9",#b0b0b0
5210790,s7,#b0b0b0
5210912,s7,#b0b0b0
5210962,s7,#b0b0b0
5210980,s9,#b0b0b0
5211048,s7,#b0b0b0
5211310,nobody,#b0b0b0
5211440,s9,#b0b0b0
5211482,s7,#b0b0b0
5211504,s5,Lime
5211534,s9,#b0b0b0
5211596,s7,#b0b0b0
5211746,s9,#b0b0b0
5212032,s5,Lime
5212142,s9(5),#b0b0b0
5212230,s9,#b0b0b0
5212254,s5,Lime
5212368,"s7, s9",#b0b0b0
5212386,s5,Lime
5212600,s5,Lime
5212606,s9,#b0b0b0
5212670,s7,#b0b0b0
5212724,s5,Lime
5212916,s5,Lime
5212980,s5,Lime
5213166,"s7, s5",Lime
5213244,s5,Lime
5213256,s9,#b0b0b0
5213290,nobody,#b0b0b0
5213344,s5,Lime
5213494,s7,#b0b0b0
5213532,s7,#b0b0b0
5213712,s7(2),#b0b0b0
5213822,s7,#b0b0b0
5214004,s7,#b0b0b0
5214408,s7,#b0b0b0
5214448,s9,#b0b0b0
5214524,s9,#b0b0b0
5214538,s5,Lime
5214672,s5,Lime
5214786,s7,#b0b0b0
5214794,"s9, s5",Lime
5215060,s7,#b0b0b0
5215106,s9,#b0b0b0
5215300,s7,#b0b0b0
5215398,s5,Lime
5215458,s9,#b0b0b0
5215496,s7,#b0b0b0
5215530,s5,Lime
5215542,s9,#b0b0b0
5215726,"s7(5), s5",Green
5215792,s7,#b0b0b0
5215892,nobody,#b0b0b0
5215984,s5,Lime
5215996,s5,Lime
5216000,s9,#b0b0b0
5216110,s9,#b0b0b0
5216176,s7,#b0b0b0
5216190,s5,Lime
5216248,s7,#b0b0b0
5216286,s5,Lime
5216454,s9,#b0b0b0
5216594,s5,Lime
5216646,s9,#b0b0b0
5216820,s7,#b0b0b0
5216884,s9,#b0b0b0
5216960,s7,#b0b0b0
5217036,s9,#b0b0b0
5217382,s5,Lime
5217450,s9,#b0b0b0
5217558,s7,#b0b0b0
5217620,s7,#b0b0b0
5217652,nobody,#b0b0b0
5217898,s9,#b0b0b0
5217946,s7,#b0b0b0
5217986,s5,Lime
5218160,s9,#b0b0b0
5218180,s7,#b0b0b0
5218372,s9,#b0b0b0
5218486,s9,#b0b0b0
5218524,s5,Lime
5218532,s9,#b0b0b0
5218568,s5,Lime
5218672,s7,#b0b0b0
5218828,s5(2),Green
5218992,s7,#b0b0b0
5219008,s7,#b0b0b0
5219220,s9(2),#b0b0b0
5219694,s9,#b0b0b0
5219764,s7,#b0b0b0
5219836,s7,#b0b0b0
5219990,s9,#b0b0b0
5220138,s7,#b0b0b0
5220156,s7,#b0b0b0
5220182,s9,#b0b0b0
5220222,s7,#b0b0b0
5220234,s5,Lime
5220334,s9,#b0b0b0
5220378,s5,Lime
5220382,s9,#b0b0b0
5220434,s5,Lime
5220438,s7,#b0b0b0
5220480,s9,#b0b0b0
5220558,s7(8),Orange
5220644,s7,#b0b0b0
5220716,s5,Lime
5220798,s5,Lime
5220806,s5,Lime
5220816,s7,#b0b0b0
5220884,s7,#b0b0b0
5220886,s9,#b0b0b0
5220898,s5,Lime
5220940,s7,#b0b0b0
5220962,s7,#b0b0b0
5221002,s7,#b0b0b0
5221030,s9(2),#b0b0b0
5221072,s9,#b0b0b0
5221270,s7,#b0b0b0
5221380,s7,#b0b0b0
5221418,s7,#b0b0b0
5221422,"s7, s9",#b0b0b0
5221552,s9,#b0b0b0
5221608,s7,#b0b0b0
5221640,s9,#b0b0b0
5221664,s9,#b0b0b0
5221756,s5,Lime
5221892,s5,Lime
5222046,s5,Lime
5222072,s7,#b0b0b0
5222160,s7,#b0b0b0
5222218,s7,#b0b0b0
5222220,s9,#b0b0b0
5222258,s5,Lime
5222314,s7(4),#b0b0b0
5222352,s5,Lime
5222414,s5,Lime
5222648,s5,Lime
5222696,s9,#b0b0b0
5222704,s5,Lime
5222766,s9,#b0b0b0
5222772,s5,Lime
5222820,s9,#b0b0b0
5222862,s7,#b0b0b0
5223000,s9,#b0b0b0
5223054,s5,Lime
5223202,s7,#b0b0b0
5223272,s5,Lime
5223314,s9,#b0b0b0
5223328,s9,#b0b0b0
5223354,s7,#b0b0b0
5223642,s5,Lime
5223738,s9,#b0b0b0
5223842,s7,#b0b0b0
5223862,s5,Lime
5223864,s7,#b0b0b0
5223938,s7,#b0b0b0
5223972,s9,#b0b0b0
5224002,s7,#b0b0b0
5224016,s9,#b0b0b0
5224046,s7,#b0b0b0
5224060,s9,#b0b0b0
5224218,"s7, s9",#b0b0b0
5224262,s7,#b0b0b0
5224326,s9,#b0b0b0
5224400,"s9, s5",Lime
5224502,s7,#b0b0b0
5224508,s9,#b0b0b0
5224516,s5,Lime
5224606,s9,#b0b0b0
5224760,s9,#b0b0b0
5224842,s9,#b0b0b0
5224862,s9,#b0b0b0
5224886,s7,#b0b0b0
5225222,s7,#b0b0b0
5225358,s9,#b0b0b0
5225406,s9,#b0b0b0
5225488,s9,#b0b0b0
5225492,s5,Lime
5225574,s7,#b0b0b0
5225646,s9,#b0b0b0
5225670,"s7, s5",Lime
5225714,s7,#b0b0b0
5225782,s7,#b0b0b0
5225810,s7,#b0b0b0
5225850,s7,#b0b0b0
5225862,s9,#b0b0b0
5225972,s7,#b0b0b0
5226026,s9,#b0b0b0
5226032,s9,#b0b0b0
5226050,s5,Lime
5226266,s9(2),#b0b0b0
5226332,s7,#b0b0b0
5226416,s5,Teal
5226450,s9,#b0b0b0
5226470,s7,#b0b0b0
5226612,s5,Lime
5226658,s7,#b0b0b0
5226710,s5,Lime
5226754,"s7, s5",Lime
5226768,s5,Lime
5226774,s9,#b0b0b0
5226844,s9,#b0b0b0
5226888,s9,#b0b0b0
5226940,s9,#b0b0b0
5226998,s9,#b0b0b0
5227134,s9,#b0b0b0
5227146,s7,#b0b0b0
5227388,s9,#b0b0b0
5227396,s5,Lime
5227486,s9,#b0b0b0
5227502,s9,#b0b0b0
5227522,s9,#b0b0b0
5227576,s7(2),#b0b0b0
5227650,s7(3),#b0b0b0
5227676,s7,#b0b0b0
5227752,s5,Lime
5227762,"s7(2), s9(2)",#b0b0b0
5227770,s7,#b0b0b0
5227854,s7(2),#b0b0b0
5227890,"s9, s5",Lime
5227932,s5,Lime
5227962,s7,#b0b0b0
5228012,"s7, s9",#b0b0b0
5228038,s9,#b0b0b0
5228058,nobody,#b0b0b0
5228162,s9,#b0b0b0
5228174,s7,#b0b0b0
5228242,s9,#b0b0b0
5228390,s7,#b0b0b0
5228400,s9,#b0b0b0
5228406,s5,Lime
5228460,s7,#b0b0b0
5228538,s7,#b0b0b0
5228602,s9,#b0b0b0
5228632,s5,Lime
5228704,s7,#b0b0b0
5228794,s5,Lime
5228830,s9,#b0b0b0
5228836,s5,Lime
5228864,s9,#b0b0b0
5228986,s7,#b0b0b0
5229042,s7,#b0b0b0
5229130,s9,#b0b0b0
5229138,s9,#b0b0b0
5229240,s9,#b0b0b0
5229244,s9,#b0b0b0
5229306,s9,#b0b0b0
5229418,s9,#b0b0b0
5229420,s7,#b0b0b0
5229424,s9,#b0b0b0
5229452,"s7, s5",Lime
5229486,s7(3),#b0b0b0
5229494,s5,Lime
5230150,s9,#b0b0b0
5230276,s5,Lime
5230318,s7,#b0b0b0
5230618,"s9, s5",Teal
5230622,s5,Teal
5230624,s5,Teal
5231086,s5,Lime
5232340,s5,Lime
5232414,s5,Lime
5232640,s9,#b0b0b0
5233950,s5,Lime
5234674,s5,Lime
5234904,nobody,#b0b0b0
5234910,nobody,#b0b0b0
5235502,s9,#b0b0b0
5235760,s5,Lime
5235844,s9,#b0b0b0
5235912,s5,Lime
5235914,s5(2),Green
5235952,s5,Lime
5236400,s5,Lime
5236404,s9,#b0b0b0
5236518,s5,Lime
5236818,s5,Lime
5236978,s5,Lime
5237064,"s9, s5",Lime
5238422,s7,#b0b0b0
5238430,s7,#b0b0b0
5238528,s9,#b0b0b0
5238594,s5,Lime
5238602,s9,#b0b0b0
5238716,s5,Lime
5239610,"s7, s9, s5",Lime
5239854,s7,#b0b0b0
5240138,s9,#b0b0b0
5240204,"s7(2), s5(2)",Green
5240212,"s7, s5(2)",Green
5240218,"s7(2), s5(3)",Green
5240282,s9,#b0b0b0
5240476,s7,#b0b0b0
5241036,s9,#b0b0b0
5241556,s9,#b0b0b0
5241620,"s7, s5",Lime
5241626,s5,Lime
5241922,s7,#b0b0b0
5241928,s9(2),#b0b0b0
5241934,s9,#b0b0b0
5242472,"s7, s5",Lime
5242576,s9,#b0b0b0
5243762,"s7, s5",Lime
5244528,s9,#b0b0b0
5244756,s9,#b0b0b0
5244790,s5,Lime
5244804,"s7, s9(2)",#b0b0b0
5244806,s9,#b0b0b0
5244910,s9,#b0b0b0
5245556,s7,#b0b0b0
5245948,s7,#b0b0b0
5246682,s7,#b0b0b0
5246774,s7,#b0b0b0
5246874,s5,Lime
5248890,"s7, s9",#b0b0b0
5248898,s7,#b0b0b0
5249110,s9,#b0b0b0
5249638,"s7, s5",Lime
5249802,s5,Lime
5250490,s9,#b0b0b0
5250512,s9,#b0b0b0
5250704,s7,#b0b0b0
5250882,s7,#b0b0b0
5251276,s5,Lime
5252064,s9,#b0b0b0
5252794,s5,Lime
5252908,s7,#b0b0b0
5252974,s9,#b0b0b0
5253646,s5,Lime
5254980,s7,#b0b0b0
5255244,s9,#b0b0b0
5255272,s9,#b0b0b0
5255544,s5,Lime
5256014,s9,#b0b0b0
5256062,s7,#b0b0b0
5256394,nobody,Yellow
5256510,"s7, s5",Lime
5257024,"s7, s9",#b0b0b0
5257030,s9,#b0b0b0
5258824,s9,#b0b0b0
5258830,s9,#b0b0b0
5258990,s9,#b0b0b0
5259040,s9,#b0b0b0
5259612,s7,#b0b0b0
5259724,s9,#b0b0b0
5259900,"s7, s5",Lime
5260758,"s7, s9",#b0b0b0
5260836,s9,#b0b0b0
5261158,s5,Lime
5261422,s7,#b0b0b0
5261446,"s9, s5",Lime
5262208,s7,#b0b0b0
5263674,s7,#b0b0b0
5263862,s7,#b0b0b0
5264510,s9(2),#b0b0b0
5264522,"s9(2), s5",Green
5264618,s9,#b0b0b0
5269676,s9,#b0b0b0
5272472,s5,Lime
5279122,s9,#b0b0b0
5279898,s9(5),#b0b0b0
5279954,s9,#b0b0b0
5280044,s7,#b0b0b0
5280316,s5,Lime
5281918,s9,#b0b0b0
5282754,s7,#b0b0b0
5283078,"s7, s9, s5",Lime
5283082,s9,#b0b0b0
5283448,s7,#b0b0b0
5283810,s5,Lime
5284030,"s9, s5",Lime
5284124,s9,#b0b0b0
5285588,s5,Lime
5285594,s7,#b0b0b0
5286370,s5,Lime
5286806,s9,#b0b0b0
5287186,s7(4),#b0b0b0
5287210,s5,Lime
5287570,s9,#b0b0b0
5287862,"s9(2), s5(2)",Green
5288328,s5,Lime
5288846,s5,Lime
5288866,s9,#b0b0b0
5288872,s9,#b0b0b0
5288988,s9,#b0b0b0
5289032,s9,#b0b0b0
5289398,s5,Lime
5290380,s7(2),#b0b0b0
5290382,s7(3),#b0b0b0
5290974,nobody,#b0b0b0
5291314,s9,#b0b0b0
5291342,s9,#b0b0b0
5291414,"s7, s9",#b0b0b0
5291420,s9,#b0b0b0
5291530,s7(2),#b0b0b0
5291632,s7(3),Orange
5291640,"s7(5), s9",Orange
5291644,s7,#b0b0b0
5291670,s7,#b0b0b0
5292396,s5(5),Green
5293212,s9,#b0b0b0
5295056,s9(14),Orange
5296630,"s7(7), s9(9), s5(7)",Green
5296636,"s7(7), s9(14), s5(7)",Green
5304750,s9,#b0b0b0
5304756,s5,Lime
5305224,s9,#b0b0b0
5306050,s5,Lime
5307330,s9,#b0b0b0
5307474,s5,Lime
5307490,s9(5),#b0b0b0
5307498,"s7, s9(5)",#b0b0b0
5307506,"s7, s9(5)",#b0b0b0
5307788,"s7, s9",#b0b0b0
5310590,s9,#b0b0b0
5312012,s7,#b0b0b0
5314142,"s7, s5",Lime
5315920,s9,#b0b0b0
5316024,s7,#b0b0b0
5316410,s9,#b0b0b0
5316530,s7,#b0b0b0
5316812,s9,#b0b0b0
5317458,s7,#b0b0b0
5317798,s9,#b0b0b0
5318210,"s7, s5",Lime
5318612,s7,#b0b0b0
5318688,nobody,#b0b0b0
5319100,s9,#b0b0b0
5319120,nobody,#b0b0b0
5319540,s5,Lime
5321426,"s7, s5",Lime
5322176,s7(2),#b0b0b0
5322648,s7(5),#b0b0b0
5323080,s9,#b0b0b0
5323332,s9,#b0b0b0
5323512,s7(3),#b0b0b0
5324016,nobody,#b0b0b0
5324458,s7,#b0b0b0
5324476,s5,Lime
5326370,s9,Yellow
5328120,s9,#b0b0b0
5328370,s9,#b0b0b0
5328452,"s7, s5",Lime
5328478,nobody,#b0b0b0
5329046,s9,#b0b0b0
5331006,s7,#b0b0b0
5333592,nobody,#b0b0b0
5336342,s5(2),Green
5336482,"s7, s5",Lime
5336546,"s7, s5",Teal
5336686,"s7, s5",Lime
5337232,"s7, s5",Lime
5337584,"s7(2), s9",#b0b0b0
5337586,s7(2),#b0b0b0
5338210,"s7, s5",Lime
5338412,"s7, s5",Lime
5338838,"s7, s5",Lime
5339176,"s7, s5",Lime
5339208,"s7, s9(2)",#b0b0b0
5339384,"s7, s9",#b0b0b0
5339392,s7,#b0b0b0
5339396,s7,#b0b0b0
5339578,"s7, s9",#b0b0b0
5339624,"s7, s5",Lime
5340408,"s7, s9",#b0b0b0
5341316,"s7(2), s5(2)",Green
5342144,"s7, s9(2)",#b0b0b0
5343310,"s7, s9(2)",#b0b0b0
5343482,"s7, s9",#b0b0b0
5343724,"s7, s5",Lime
5343986,s5(2),Green
5344498,s5(3),Green
5344502,s5(2),Green
5344504,s5,Lime
5344984,s9,#b0b0b0
5344986,"s7, s9, s5",Lime
5345120,s5,Teal
5345436,"s7, s5",Lime
5345554,"s7, s5",Lime
5346520,"s7, s9",#b0b0b0
5347056,"s7, s5",Lime
5347110,"s7, s9",#b0b0b0
5347116,"s7, s9(2)",#b0b0b0
5347476,"s7, s5",Lime
5347684,"s7, s9",#b0b0b0
5347922,"s7, s9, s5",Teal
5349452,"s7, s5",Lime
5350284,s7,#b0b0b0
5351214,s7,#b0b0b0
5351814,"s7, s5",Lime
5352086,"s7(2), s5",Green
5354274,"s7, s5",Lime
5354634,"s7, s5",Lime
5354698,"s7(2), s9",#b0b0b0
5355110,"s7, s5",Lime
5355348,"s7, s5(2)",Green
5355352,"s7, s5",Lime
5356042,"s7, s9",#b0b0b0
5356240,s5(2),Green
5356894,s5(4),Green
5356898,"s7, s5",Lime
5358178,s5,Teal
5358804,"s7, s5",Lime
5359004,"s7, s5",Lime
5361840,"s7, s5",Lime
5362386,"s7, s5",Lime
5362610,"s7, s9",#b0b0b0
5362840,s5(2),Green
5362872,"s7, s9",#b0b0b0
5363886,"s7(2), s9",#b0b0b0
5364864,s5(2),Green
5365288,"s7, s9(4)",#b0b0b0
5365424,"s7, s9(2)",#b0b0b0
5365868,"s7, s5",Lime
5366830,s9(6),#b0b0b0
5367802,"s9, s5",Lime
5368240,"s7, s5",Lime
5369598,"s7, s5",Lime
5370998,"s7(2), s5",Green
5371000,"s7, s5",Lime
5371544,"s7, s5",Lime
5371552,"s7, s9, s5",Lime
5371556,"s7, s5",Lime
5371580,"s7, s5",Lime
5372284,"s7, s5",Lime
5373628,"s7, s9, s5",Lime
5375242,"s7, s5",Lime
5375390,"s7, s5",Lime
5375396,"s7, s5",Lime
5375566,"s9, s5(3)",Green
5375570,"s7, s9, s5(3)",Green
5375578,"s7, s5",Lime
5375884,"s7, s5",Lime
5376004,"s7, s5",Lime
5376546,"s7, s9",#b0b0b0
5377184,"s7, s5",Lime
5377550,"s9, s5",Lime
5377556,s9,#b0b0b0
5378056,"s7, s9",#b0b0b0
5378578,"s7, s5",Lime
5378714,"s7, s5",Lime
5379042,s9,#b0b0b0
5379380,"s7, s9",#b0b0b0
5379892,"s7, s5",Lime
5380890,"s7, s5",Lime
5381156,"s7, s5",Lime
5381396,"s7, s5",Lime
5381490,s9,#b0b0b0
5381514,"s7, s5",Lime
5381706,"s7, s5",Lime
5382026,"s7, s5",Lime
5383126,"s7, s9(2), s5",Green
5385152,s9(3),#b0b0b0
5385380,"s7, s9",#b0b0b0
5385580,"s7, s5",Lime
5386464,"s9, s5",Lime
5387034,s9,#b0b0b0
5387290,"s7(2), s9",#b0b0b0
5387870,s9,#b0b0b0
5388460,"s7, s9",#b0b0b0
5388898,"s7, s9, s5",Lime
5388904,"s9, s5",Lime
5389952,"s9, s5",Lime
5390216,"s7, s5",Lime
5390416,"s7, s9, s5",Lime
5390538,s5(5),Green
5390546,s5(4),Green
5390552,s5(3),Green
5391614,s9,#b0b0b0
5392132,"s7, s5",Lime
5393536,"s7, s9, s5",Teal
5393780,"s7, s5",Lime
5393996,s9,#b0b0b0
5394606,"s7, s9",#b0b0b0
5394674,"s7, s5",Lime
5394820,s5,Lime
5395732,"s9, s5",Lime
5397222,"s7, s5",Lime
5397352,s7,#b0b0b0
5397954,"s7, s5",Lime
5399188,"s7, s5(2)",Green
5399194,s5(2),Green
5400108,s5,Lime
5400536,"s7, s5",Lime
5400584,"s7, s9",#b0b0b0
5401200,s7,#b0b0b0
5402530,"s7(2), s5",Green
5402840,"s7, s9, s5",Lime
5402880,s9,#b0b0b0
5403174,"s7, s5",Lime
5403356,"s7, s5",Lime
5404014,"s9, s5",Lime
5406756,"s7, s9",#b0b0b0
5407030,"s9, s5(4)",Green
5407086,"s7, s5(2)",Green
5407110,"s7, s5(2)",Green
5407974,"s7, s5",Lime
5408370,"s7, s9",#b0b0b0
5408378,"s7, s9, s5",Lime
5408386,"s7, s9",#b0b0b0
5408544,"s7, s5",Lime
5409120,"s7, s5",Lime
5409162,"s7, s5",Lime
5409442,s5,Lime
5409674,s9,#b0b0b0
5409676,"s9, s5",Lime
5410228,"s7, s5",Lime
5410950,"s7, s5",Lime
5411842,"s7, s5",Lime
5411952,s7,#b0b0b0
5412674,"s7(2), s5",Green
5412682,"s7, s5",Lime
5412686,"s7, s5",Lime
5412998,"s7, s5",Lime
5413412,"s7, s9",#b0b0b0
5413748,"s9, s5",Lime
5413756,"s7, s9(2), s5(2)",Green
5414356,"s7, s5",Lime
5414980,"s7, s5",Lime
5416400,"s7, s5",Lime
5417344,"s7, s5",Lime
5417722,"s7, s9, s5",Lime
5417832,"s9, s5",Lime
5418622,"s7, s5",Lime
5418630,"s7, s5",Lime
5418642,"s7, s5",Lime
5419506,"s7, s9, s5",Lime
5419602,"s7, s9, s5",Lime
5420212,"s7, s9",#b0b0b0
5420426,"s9, s5",Lime
5420562,"s9, s5",Lime
5420598,"s7, s9(2)",#b0b0b0
5420684,"s9, s5",Lime
5420794,"s7, s5",Lime
5421234,s9,#b0b0b0
5421760,"s7, s9, s5",Lime
5421766,s5(2),Green
5422398,s7,#b0b0b0
5422484,"s7, s5",Lime
5422988,"s7, s5",Lime
5423098,"s7, s5",Lime
5423168,"s7, s9, s5",Lime
5423630,"s7, s9, s5",Lime
5423650,"s7, s5",Lime
5424622,s9,#b0b0b0
5424638,"s7, s5",Lime
5425180,"s7, s5",Lime
5425488,"s9, s5",Lime
5426604,"s9, s5",Lime
5426606,"s7, s9, s5",Lime
5426612,"s7, s5",Lime
5426862,"s7, s9",#b0b0b0
5426868,"s7, s9",#b0b0b0
5426992,"s7, s5",Lime
5427068,"s7, s5",Lime
5427772,"s7, s5",Lime
5427780,"s7, s5(2)",Green
5427788,"s7, s5(3)",Green
5427796,s5(3),Green
5430046,s7,#b0b0b0
5430500,"s7, s5",Lime
5430978,"s7, s5",Lime
5431100,"s7, s9(2)",#b0b0b0
5431920,"s7, s5",Lime
5432232,s9,#b0b0b0
5432330,"s7, s5",Lime
5432596,"s7, s5",Lime
5432786,s9,#b0b0b0
5433292,s9,#b0b0b0
5433748,"s9, s5",Lime
5434950,"s7, s5",Lime
5435094,"s7, s5",Lime
5435556,"s7, s9",#b0b0b0
5435576,"s7, s9, s5",Lime
5436368,"s7, s9",#b0b0b0
5436758,"s7, s5",Lime
5436796,"s7, s9",#b0b0b0
5438608,"s7, s9",#b0b0b0
5439046,"s7, s5",Lime
5439780,"s7(2), s9",#b0b0b0
5439946,"s7, s9, s5",Lime
5440394,"s7, s5",Lime
5441920,"s9, s5",Lime
5442114,"s7, s9, s5",Lime
5442854,"s9, s5",Lime
5442856,s5,Lime
5442922,"s7, s5",Lime
5442924,"s7, s9, s5",Lime
5443038,s9,#b0b0b0
5443476,"s7, s5",Lime
5444314,s9,#b0b0b0
5444500,"s7, s5",Lime
5444828,"s7, s9, s5",Lime
5445922,s9(2),#b0b0b0
5445930,"s9(2), s5",Green
5446718,"s7, s9",#b0b0b0
5446932,"s7, s9",#b0b0b0
5447814,"s7, s5",Lime
5448398,"s7, s9, s5",Lime
5448584,"s7, s5",Lime
5449094,"s7, s5",Lime
5449308,"s9, s5",Lime
5449312,s5,Lime
5449644,"s7, s9",#b0b0b0
5450024,"s7, s5",Lime
5450202,"s7, s9",#b0b0b0
5450214,"s7, s9, s5",Lime
5450668,"s7, s9",#b0b0b0
5451414,"s7, s5",Lime
5453454,"s7, s5",Lime
5453634,"s7, s9",#b0b0b0
5453640,s7,#b0b0b0
5453908,"s7, s5",Lime
5454140,"s7, s9, s5",Lime
5454142,"s7, s5",Lime
5454620,"s7, s5",Lime
5455482,"s9, s5",Lime
5455658,s5(2),Green
5456650,"s7, s9",#b0b0b0
5456662,"s7, s5",Lime
5457040,"s7, s5",Lime
5457644,s5,Lime
5457768,"s7, s5",Lime
5457846,"s7, s5",Lime
5458096,"s9, s5",Lime
5458516,"s9, s5",Lime
5458848,"s7, s9",#b0b0b0
5459162,"s7, s5",Lime
5459366,"s7, s5",Lime
5459760,"s7, s5",Lime
5460092,"s7, s5",Lime
5460222,"s7(2), s9, s5",Green
5461102,s5,Lime
5461104,"s7, s9, s5",Lime
5461464,s9,#b0b0b0
5461696,"s7, s5",Lime
5462924,"s7, s5",Lime
5463824,"s7, s9",#b0b0b0
5464726,s5(2),Green
5464950,s9,#b0b0b0
5465064,"s7, s9, s5",Lime
5465782,s9,#b0b0b0
5465788,"s7, s5",Lime
5466008,"s7, s9, s5",Lime
5466218,"s9, s5",Teal
5466280,"s7, s5",Lime
5466282,"s7, s5(4)",Green
5466956,"s7, s5",Lime
5467456,"s7, s5",Lime
5467604,"s7, s9, s5",Lime
5467704,"s7, s9(4)",Orange
5468466,"s7, s5",Lime
5469486,"s7, s5",Lime
5469524,"s7(4), s5",Green
5469550,"s7, s9, s5",Lime
5469734,"s7, s9",#b0b0b0
5470052,"s7, s5",Lime
5470706,"s7, s9",#b0b0b0
5470824,"s7, s5",Lime
5471042,"s7, s5",Lime
5471070,"s7, s9",#b0b0b0
5471180,"s7, s5",Lime
5471290,"s9, s5",Lime
5471864,"s7, s9, s5",Lime
5472708,"s9, s5",Lime
5473390,"s7, s9, s5",Lime
5474158,"s9, s5",Lime
5474268,"s7, s9, s5",Lime
5474978,"s7, s5",Lime
5475576,"s7, s9",#b0b0b0
5476490,"s7, s5",Lime
5476492,"s7, s5(2)",Green
5476724,"s7, s5",Lime
5477542,s9,#b0b0b0
5477730,"s7, s9, s5",Lime
5477824,"s9, s5",Lime
5477868,"s7, s9",#b0b0b0
5478124,s7,#b0b0b0
5478216,"s7(2), s5",Green
5478224,"s7(2), s9(2), s5(2)",Green
5478264,s9(2),#b0b0b0
5478714,"s7, s5",Lime
5479076,"s7, s5",Lime
5479250,"s7, s9, s5",Lime
5479602,"s9, s5",Lime
5479636,"s7, s5",Lime
5479746,"s7, s9, s5",Lime
5479748,"s7, s9",#b0b0b0
5479964,"s7, s5",Lime
5480060,"s7, s9",#b0b0b0
5480606,"s7, s9",#b0b0b0
5481138,"s7, s5",Lime
5481168,"s7, s5",Lime
5482268,"s7, s5",Lime
5482698,"s7, s5",Lime
5482840,"s7, s5",Lime
5483050,"s9, s5",Lime
5483748,"s7, s5",Lime
5483818,"s7, s5",Lime
5483820,"s7, s9, s5",Lime
5484026,"s7, s5",Lime
5484230,"s7, s9",#b0b0b0
5484514,"s7, s9",#b0b0b0
5484626,"s7, s9",#b0b0b0
5484962,"s7, s5",Lime
5485764,"s9, s5",Lime
5486032,"s7, s5",Lime
5486206,"s7, s5",Lime
